   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Malcom Floyd	SD	@Bal	0	0	0	0	0	0	0	0	0	0	3	85	0	0	0	0	8
Randall Cobb	GB	NE	0	0	0	0	0	0	2	8	0	0	7	85	0	0	0	0	8
Miles Austin	Cle	@Buf	0	0	0	0	0	0	0	0	0	0	7	86	0	0	0	0	8
Robert Woods	Buf	Cle	0	0	0	0	0	0	0	0	0	0	4	71	0	0	0	0	7
Nick Toon	NO	@Pit	0	0	0	0	0	0	0	0	0	0	2	17	1	0	0	0	7
Emmanuel Sanders	Den	@KC	0	0	0	0	0	0	0	0	0	0	6	73	0	0	0	0	7
Josh Gordon	Cle	@Buf	0	0	0	0	0	0	0	0	0	0	7	75	0	0	0	0	7
Marques Colston	NO	@Pit	0	0	0	0	0	0	0	0	0	0	3	16	1	0	0	0	7
Dez Bryant	Dal	Phi	0	0	0	0	0	0	0	0	0	0	4	73	0	0	0	0	7
Jaron Brown	Ari	@Atl	0	0	0	0	0	0	0	0	0	0	7	75	0	0	0	0	7
Markus Wheaton	Pit	NO	0	0	0	0	0	0	0	0	0	0	5	61	0	0	0	0	6
Mike Wallace	Mia	@NYJ	0	0	0	0	0	0	0	0	0	0	6	69	0	0	0	0	6
Preston Parker	NYG	@Jac	0	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	6
Jarvis Landry	Mia	@NYJ	0	0	0	0	0	0	0	0	0	0	8	68	0	0	0	0	6
Chris Hogan	Buf	Cle	0	0	0	0	0	0	0	0	0	0	2	8	1	0	0	0	6
Ted Ginn Jr.	Ari	@Atl	0	0	0	0	0	0	0	0	0	0	4	61	0	0	0	0	6
James Wright	Cin	@TB	0	0	0	0	0	0	1	6	0	0	3	59	0	0	0	0	5
Denard Robinson	Jac	NYG	0	0	0	0	0	0	11	44	0	0	3	10	0	0	0	0	5
Rueben Randle	NYG	@Jac	0	0	0	0	0	0	0	0	0	0	3	52	0	0	0	0	5
Kelvin Benjamin	Car	@Min	0	0	0	0	0	0	0	0	0	0	5	56	0	0	0	0	5
Kamar Aiken	Bal	SD	0	0	0	0	0	0	0	0	0	0	3	51	0	0	0	0	5
Jarius Wright	Min	Car	0	0	0	0	0	0	1	5	0	0	2	40	0	0	0	0	4
Andre Roberts	Was	@Ind	0	0	0	0	0	0	0	0	0	0	2	46	0	0	0	0	4
Marcel Reece	Oak	@Stl	0	0	0	0	0	0	4	12	0	0	6	48	0	0	1	0	4
Brandon Marshall	Chi	@Det	0	0	0	0	0	0	0	0	0	0	6	42	0	0	0	0	4
Charles Johnson	Min	Car	0	0	0	0	0	0	0	0	0	0	2	41	0	0	0	0	4
Allen Hurns	Jac	NYG	0	0	0	0	0	0	0	0	0	0	4	42	0	0	0	0	4
Michael Floyd	Ari	@Atl	0	0	0	0	0	0	0	0	0	0	5	53	0	0	1	0	4
Mike Evans	TB	Cin	0	0	0	0	0	0	0	0	0	0	4	49	0	0	0	0	4
Julian Edelman	NE	@GB	0	0	0	0	0	0	0	0	0	0	7	48	0	0	0	0	4
John Brown	Ari	@Atl	0	0	0	0	0	0	0	0	0	0	2	40	0	0	0	0	4
Terrance Williams	Dal	Phi	0	0	0	0	0	0	0	0	0	0	2	38	0	0	0	0	3
Reggie Wayne	Ind	Was	0	0	0	0	0	0	0	0	0	0	4	31	0	0	0	0	3
Cecil Shorts	Jac	NYG	0	0	0	0	0	0	0	0	0	0	4	35	0	0	0	0	3
Jeremy Ross	Det	Chi	0	0	0	0	0	0	0	0	0	0	1	31	0	0	0	0	3
Santana Moss	Was	@Ind	0	0	0	0	0	0	0	0	0	0	3	30	0	0	0	0	3
Lance Moore	Pit	NO	0	0	0	0	0	0	0	0	0	0	2	13	0	1	0	0	3
Keshawn Martin	Hou	Ten	0	0	0	0	0	0	0	0	0	0	1	32	0	0	0	0	3
Jeremy Kerley	NYJ	Mia	0	0	0	0	0	0	2	38	0	0	1	2	0	0	0	0	3
Jermaine Kearse	Sea	@SF	0	0	0	0	0	0	0	0	0	0	3	34	0	0	0	0	3
James Jones	Oak	@Stl	0	0	0	0	0	0	0	0	0	0	6	33	0	0	0	0	3
Jacoby Jones	Bal	SD	0	0	0	0	0	0	0	0	0	0	2	35	0	0	0	0	3
Derek Hagan	Ten	@Hou	0	0	0	0	0	0	0	0	0	0	2	39	0	0	0	0	3
Riley Cooper	Phi	@Dal	0	0	0	0	0	0	0	0	0	0	4	32	0	0	0	0	3
Cole Beasley	Dal	Phi	0	0	0	0	0	0	0	0	0	0	4	41	0	0	1	0	3
Jason Avant	KC	Den	0	0	0	0	0	0	0	0	0	0	2	30	0	0	0	0	3
Kenbrell Thompkins	Oak	@Stl	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	2
Mohamed Sanu	Cin	@TB	1	1	11	0	0	0	1	10	0	0	2	19	0	0	0	0	2
Kevin Ogletree	NYG	@Jac	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	0	2
Steve Johnson	SF	Sea	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	2
Vincent Jackson	TB	Cin	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	2
Andre Holmes	Oak	@Stl	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	2
Andrew Hawkins	Cle	@Buf	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	2
Percy Harvin	NYJ	Mia	0	0	0	0	0	0	6	27	0	0	1	6	0	0	0	0	2
Corey Fuller	Det	Chi	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	2
Jerricho Cotchery	Car	@Min	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	2
Brice Butler	Oak	@Stl	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Martavis Bryant	Pit	NO	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	0	2
Marlon Brown	Bal	SD	0	0	0	0	0	0	0	0	0	0	3	25	0	0	0	0	2
Doug Baldwin	Sea	@SF	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	2
Tim Wright	NE	@GB	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Wes Welker	Den	@KC	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Sammy Watkins	Buf	Cle	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	1
Justin Hunter	Ten	@Hou	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	1
Brandon Gibson	Mia	@NYJ	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	1
Eric Decker	NYJ	Mia	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Michael Crabtree	SF	Sea	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	1
Vincent Brown	Oak	@Stl	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Kenny Britt	Stl	Oak	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Dwayne Bowe	KC	Den	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Anquan Boldin	SF	Sea	0	0	0	0	0	0	0	0	0	0	3	18	0	0	0	0	1
Donnie Avery	KC	Den	0	0	0	0	0	0	0	0	0	0	1	20	0	0	1	0	1
