
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Tre Mason	Stl	Oak	0	0	0	0	0	0	14	117	2	0	3	47	1	0	0	0	33
Le'Veon Bell	Pit	NO	0	0	0	0	0	0	21	95	1	0	8	159	0	0	0	0	30
C.J. Anderson	Den	@KC	0	0	0	0	0	0	32	168	0	0	2	17	1	0	0	0	23
Joique Bell	Det	Chi	0	0	0	0	0	0	23	91	2	0	2	16	0	0	0	0	22
Rashad Jennings	NYG	@Jac	0	0	0	0	0	0	26	91	2	0	3	3	0	0	0	0	21
LeSean McCoy	Phi	@Dal	0	0	0	0	0	0	25	159	1	0	0	0	0	0	1	0	20
DeMarco Murray	Dal	Phi	0	0	0	0	0	0	20	73	1	0	6	40	0	0	0	0	17
Arian Foster	Hou	Ten	0	0	0	0	0	0	19	79	0	0	5	26	1	0	0	0	15
Dan Herron	Ind	Was	0	0	0	0	0	0	8	88	1	0	2	8	0	0	1	0	13
Lamar Miller	Mia	@NYJ	0	0	0	0	0	0	13	56	1	0	2	11	0	0	0	0	12
Mark Ingram	NO	@Pit	0	0	0	0	0	0	23	122	0	0	2	-1	0	0	0	0	12
Roy Helu	Was	@Ind	0	0	0	0	0	0	1	5	0	0	4	61	1	0	0	0	12
Doug Martin	TB	Cin	0	0	0	0	0	0	18	58	1	0	1	3	0	0	0	0	11
Justin Forsett	Bal	SD	0	0	0	0	0	0	24	106	0	0	2	17	0	0	0	0	11
Jamaal Charles	KC	Den	0	0	0	0	0	0	10	35	0	0	4	24	1	0	0	0	11
Robert Turbin	Sea	@SF	0	0	0	0	0	0	4	8	0	0	2	47	1	0	0	0	10
Jonathan Stewart	Car	@Min	0	0	0	0	0	0	12	85	0	0	2	25	0	0	0	0	10
Ryan Mathews	SD	@Bal	0	0	0	0	0	0	12	40	1	0	1	6	0	0	0	0	10
Marshawn Lynch	Sea	@SF	0	0	0	0	0	0	20	104	0	0	1	7	0	0	0	0	10
Eddie Lacy	GB	NE	0	0	0	0	0	0	21	98	0	0	2	17	0	0	0	0	10
Chris Johnson	NYJ	Mia	0	0	0	0	0	0	17	105	0	0	0	0	0	0	0	0	10
Steven Jackson	Atl	Ari	0	0	0	0	0	0	18	101	0	0	0	0	0	0	0	0	10
Fred Jackson	Buf	Cle	0	0	0	0	0	0	21	70	0	0	3	27	0	0	0	0	9
Stepfan Taylor	Ari	@Atl	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	8
Alfred Morris	Was	@Ind	0	0	0	0	0	0	17	67	0	0	3	16	0	0	0	0	7
MarQueis Gray	Buf	Cle	0	0	0	0	0	0	0	0	0	0	2	71	0	0	0	0	7
Brandon Bolden	NE	@GB	0	0	0	0	0	0	3	17	1	0	0	0	0	0	0	0	7
Chris Ivory	NYJ	Mia	0	0	0	0	0	0	16	62	0	0	0	0	0	0	0	0	6
Theo Riddick	Det	Chi	0	0	0	0	0	0	0	0	0	0	6	54	0	0	0	0	5
Bobby Rainey	TB	Cin	0	0	0	0	0	0	1	11	0	0	2	41	0	0	0	0	5
Jeremy Hill	Cin	@TB	0	0	0	0	0	0	13	40	0	0	4	12	0	0	0	0	5
Matt Forte	Chi	@Det	0	0	0	0	0	0	5	6	0	0	6	52	0	0	0	0	5
LeGarrette Blount	NE	@GB	0	0	0	0	0	0	10	58	0	0	0	0	0	0	0	0	5
Matt Asiata	Min	Car	0	0	0	0	0	0	14	52	0	0	4	5	0	0	0	0	5
Charles Sims	TB	Cin	0	0	0	0	0	0	5	6	0	0	4	49	0	0	0	0	4
Bishop Sankey	Ten	@Hou	0	0	0	0	0	0	10	42	0	0	0	0	0	0	0	0	4
Chris Polk	Phi	@Dal	0	0	0	0	0	0	11	49	0	0	0	0	0	0	0	0	4
Dexter McCluster	Ten	@Hou	0	0	0	0	0	0	9	33	0	0	2	11	0	0	0	0	4
Maurice Jones-Drew	Oak	@Stl	0	0	0	0	0	0	5	21	0	0	3	23	0	0	0	0	4
Carlos Hyde	SF	Sea	0	0	0	0	0	0	5	19	0	0	3	38	0	0	0	0	4
Giovani Bernard	Cin	@TB	0	0	0	0	0	0	10	49	0	0	1	4	0	0	0	0	4
Andre Williams	NYG	@Jac	0	0	0	0	0	0	8	21	0	0	2	16	0	0	0	0	3
Juwan Thompson	Den	@KC	0	0	0	0	0	0	10	39	0	0	0	0	0	0	0	0	3
Pierre Thomas	NO	@Pit	0	0	0	0	0	0	3	21	0	0	2	16	0	0	0	0	3
James Starks	GB	NE	0	0	0	0	0	0	1	2	0	0	2	34	0	0	0	0	3
Darren McFadden	Oak	@Stl	0	0	0	0	0	0	11	27	0	0	2	18	0	0	0	0	3
Marion Grice	Ari	@Atl	0	0	0	0	0	0	5	16	0	0	3	24	0	0	0	0	3
Isaiah Crowell	Cle	@Buf	0	0	0	0	0	0	17	29	0	0	1	15	0	0	0	0	3
DeAngelo Williams	Car	@Min	0	0	0	0	0	0	7	21	0	0	0	0	0	0	0	0	2
Terrance West	Cle	@Buf	0	0	0	0	0	0	7	32	0	0	1	4	0	0	1	0	2
Shane Vereen	NE	@GB	0	0	0	0	0	0	3	6	0	0	1	26	0	0	0	0	2
Zac Stacy	Stl	Oak	0	0	0	0	0	0	6	27	0	0	0	0	0	0	0	0	2
Darren Sproles	Phi	@Dal	0	0	0	0	0	0	1	13	0	0	3	19	0	0	0	0	2
Christine Michael	Sea	@SF	0	0	0	0	0	0	3	10	0	0	1	12	0	0	0	0	2
Frank Gore	SF	Sea	0	0	0	0	0	0	10	28	0	0	1	8	0	0	0	0	2
Devonta Freeman	Atl	Ari	0	0	0	0	0	0	8	26	0	0	1	4	0	0	0	0	2
Anthony Dixon	Buf	Cle	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	2
Fozzy Whittaker	Car	@Min	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	1
Ben Tate	Min	Car	0	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	1
Jacquizz Rodgers	Atl	Ari	0	0	0	0	0	0	4	7	0	0	3	18	0	0	0	0	1
Trent Richardson	Ind	Was	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	1
Bilal Powell	NYJ	Mia	0	0	0	0	0	0	2	4	0	0	2	19	0	0	0	0	1
Bernard Pierce	Bal	SD	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	0	1
Jonathan Grimes	Hou	Ten	0	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	1
Andre Ellington	Ari	@Atl	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	1
Lance Dunbar	Dal	Phi	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	1
Travaris Cadet	NO	@Pit	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	1
Bryce Brown	Buf	Cle	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	1
