
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Coby Fleener	Ind	@Ten	0	0	0	0	0	0	0	0	0	0	5	56	2	0	0	0	17
Virgil Green	Den	Oak	0	0	0	0	0	0	0	0	0	0	3	46	1	0	0	0	10
Charles Clay	Mia	NYJ	0	0	0	0	0	0	0	0	0	0	5	45	1	0	0	0	10
Travis Kelce	KC	SD	0	0	0	0	0	0	0	0	0	0	7	84	0	0	0	0	8
Jermaine Gresham	Cin	@Pit	0	0	0	0	0	0	0	0	0	0	3	20	1	0	0	0	8
Jack Doyle	Ind	@Ten	0	0	0	0	0	0	0	0	0	0	4	21	1	0	0	0	8
Jordan Reed	Was	Dal	0	0	0	0	0	0	0	0	0	0	9	70	0	0	1	0	6
Antonio Gates	SD	@KC	0	0	0	0	0	0	0	0	0	0	4	67	0	0	0	0	6
Ed Dickson	Car	@Atl	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	6
Brent Celek	Phi	@NYG	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6
Jimmy Graham	NO	@TB	0	0	0	0	0	0	0	0	0	0	6	54	0	0	0	0	5
Zach Ertz	Phi	@NYG	0	0	0	0	0	0	0	0	0	0	4	56	0	0	0	0	5
Martellus Bennett	Chi	@Min	0	0	0	0	0	0	0	0	0	0	8	59	0	0	0	0	5
Jason Witten	Dal	@Was	0	0	0	0	0	0	0	0	0	0	4	49	0	0	0	0	4
Delanie Walker	Ten	Ind	0	0	0	0	0	0	0	0	0	0	7	43	0	0	0	0	4
Zach Sudfeld	NYJ	@Mia	0	0	0	0	0	0	0	0	0	0	2	44	0	0	0	0	4
Richard Rodgers	GB	Det	0	0	0	0	0	0	0	0	0	0	5	40	0	0	0	0	4
Heath Miller	Pit	Cin	0	0	0	0	0	0	0	0	0	0	3	41	0	0	0	0	4
Owen Daniels	Bal	Cle	0	0	0	0	0	0	0	0	0	0	2	46	0	0	0	0	4
Jordan Cameron	Cle	@Bal	0	0	0	0	0	0	0	0	0	0	3	41	0	0	0	0	4
Luke Willson	Sea	Stl	0	0	0	0	0	0	0	0	0	0	2	32	0	0	0	0	3
Ryan Hewitt	Cin	@Pit	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	3
Darren Fells	Ari	@SF	0	0	0	0	0	0	0	0	0	0	2	39	0	0	0	0	3
Eric Ebron	Det	@GB	0	0	0	0	0	0	0	0	0	0	2	38	0	0	0	0	3
Jared Cook	Stl	@Sea	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	3
Jace Amaro	NYJ	@Mia	0	0	0	0	0	0	0	0	0	0	3	34	0	0	0	0	3
Dante Rosario	Chi	@Min	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	0	2
Mychal Rivera	Oak	@Den	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Greg Olsen	Car	@Atl	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Brandon Myers	TB	NO	0	0	0	0	0	0	0	0	0	0	4	21	0	0	0	0	2
Tony Moeaki	Sea	Stl	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	2
Rob Housler	Ari	@SF	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	2
Crockett Gillmore	Bal	Cle	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	2
Rhett Ellison	Min	Chi	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0	0	2
Larry Donnell	NYG	Phi	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Scott Chandler	Buf	@NE	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	2
Ben Watson	NO	@TB	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Levine Toilolo	Atl	Car	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	1
Lee Smith	Buf	@NE	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	1
Dion Sims	Mia	NYJ	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0	1
Lance Kendricks	Stl	@Sea	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
