   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Emmanuel Sanders	Den	Oak	0	0	0	0	0	0	0	0	0	0	6	73	0	0	0	0	7
Dontrelle Inman	SD	@KC	0	0	0	0	0	0	0	0	0	0	5	79	0	0	0	0	7
A.J. Green	Cin	@Pit	0	0	0	0	0	0	0	0	0	0	8	82	0	0	1	0	7
Kamar Aiken	Bal	Cle	0	0	0	0	0	0	0	0	0	0	2	13	1	0	0	0	7
Terrance Williams	Dal	@Was	0	0	0	0	0	0	0	0	0	0	3	68	0	0	0	0	6
Paul Richardson	Sea	Stl	0	0	0	0	0	0	0	0	0	0	5	60	0	0	0	0	6
Taylor Gabriel	Cle	@Bal	0	0	0	0	0	0	0	0	0	0	3	66	0	0	0	0	6
Philly Brown	Car	@Atl	0	0	0	0	0	0	2	41	0	0	1	28	0	0	0	0	6
Sammy Watkins	Buf	@NE	0	0	0	0	0	0	1	5	0	0	3	57	0	0	0	0	5
Jarvis Landry	Mia	NYJ	0	0	0	0	0	0	0	0	0	0	5	55	0	0	0	0	5
Julio Jones	Atl	Car	0	0	0	0	0	0	0	0	0	0	4	58	0	0	0	0	5
Pierre Garcon	Was	Dal	0	0	0	0	0	0	0	0	0	0	2	53	0	0	0	0	5
John Brown	Ari	@SF	0	0	0	0	0	0	0	0	0	0	4	51	0	0	0	0	5
Cole Beasley	Dal	@Was	0	0	0	0	0	0	0	0	0	0	6	57	0	0	0	0	5
Wes Welker	Den	Oak	0	0	0	0	0	0	0	0	0	0	2	42	0	0	0	0	4
Golden Tate	Det	@GB	0	0	0	0	0	0	0	0	0	0	3	45	0	0	0	0	4
Marcel Reece	Oak	@Den	0	0	0	0	0	0	1	11	0	0	3	30	0	0	0	0	4
Hakeem Nicks	Ind	@Ten	0	0	0	0	0	0	0	0	0	0	3	46	0	0	0	0	4
Jeremy Maclin	Phi	@NYG	0	0	0	0	0	0	0	0	0	0	3	49	0	0	0	0	4
Jeremy Kerley	NYJ	@Mia	1	0	0	0	0	0	2	11	0	0	1	33	0	0	0	0	4
Greg Jennings	Min	Chi	0	0	0	0	0	0	0	0	0	0	3	45	0	0	0	0	4
Michael Crabtree	SF	Ari	0	0	0	0	0	0	0	0	0	0	4	41	0	0	0	0	4
Doug Baldwin	Sea	Stl	0	0	0	0	0	0	1	8	0	0	3	43	0	0	0	0	4
Brian Tyms	NE	Buf	0	0	0	0	0	0	0	0	0	0	4	39	0	0	0	0	3
Jeremy Ross	Det	@GB	0	0	0	0	0	0	0	0	0	0	2	33	0	0	0	0	3
Quinton Patton	SF	Ari	0	0	0	0	0	0	0	0	0	0	1	35	0	0	0	0	3
Kevin Norwood	Sea	Stl	0	0	0	0	0	0	0	0	0	0	2	34	0	0	0	0	3
Damaris Johnson	Hou	Jac	0	0	0	0	0	0	0	0	0	0	3	33	0	0	0	0	3
Alshon Jeffery	Chi	@Min	0	0	0	0	0	0	0	0	0	0	2	34	0	0	0	0	3
Andrew Hawkins	Cle	@Bal	0	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	3
Riley Cooper	Phi	@NYG	0	0	0	0	0	0	0	0	0	0	2	37	0	0	0	0	3
Kenny Britt	Stl	@Sea	0	0	0	0	0	0	0	0	0	0	4	38	0	0	0	0	3
Dwayne Bowe	KC	SD	0	0	0	0	0	0	0	0	0	0	3	30	0	0	0	0	3
Jarius Wright	Min	Chi	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0	0	2
Nick Toon	NO	@TB	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	2
Brandon Tate	Cin	@Pit	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	2
Ace Sanders	Jac	@Hou	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	2
Preston Parker	NYG	Phi	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	2
Santana Moss	Was	Dal	0	0	0	0	0	0	0	0	0	0	3	25	0	0	0	0	2
Charles Johnson	Min	Chi	0	0	0	0	0	0	1	-11	0	0	2	22	0	0	0	0	2
Brandon Gibson	Mia	NYJ	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	2
Malcom Floyd	SD	@KC	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	0	2
Larry Fitzgerald	Ari	@SF	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	2
Harry Douglas	Atl	Car	0	0	0	0	0	0	0	0	0	0	5	28	0	0	0	0	2
Jerricho Cotchery	Car	@Atl	0	0	0	0	0	0	0	0	0	0	3	25	0	0	0	0	2
Danny Amendola	NE	Buf	0	0	0	0	0	0	0	0	0	0	4	24	0	0	0	0	2
Tim Wright	NE	Buf	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	1
Marquess Wilson	Chi	@Min	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Markus Wheaton	Pit	Cin	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	1
Russell Shepard	TB	NO	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Mohamed Sanu	Cin	@Pit	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Niles Paul	Was	Dal	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	1
Josh Morgan	Chi	@Min	0	0	0	0	0	0	1	9	0	0	1	13	0	0	0	0	1
Donte Moncrief	Ind	@Ten	0	0	0	0	0	0	0	0	0	0	3	16	0	0	0	0	1
Robert Meachem	NO	@TB	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Brandon Lloyd	SF	Ari	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1
Cody Latimer	Den	Oak	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1
Tavarres King	TB	NO	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	1
James Jones	Oak	@Den	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	1
Vincent Jackson	TB	NO	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Allen Hurns	Jac	@Hou	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0	1
Andre Holmes	Oak	@Den	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1
Derek Hagan	Ten	Ind	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
Chris Givens	Stl	@Sea	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Michael Campanaro	Bal	Cle	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Marlon Brown	Bal	Cle	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Stedman Bailey	Stl	@Sea	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Tavon Austin	Stl	@Sea	0	0	0	0	0	0	2	1	0	0	2	13	0	0	0	0	1
