
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Peyton Manning	Den	Mia	35	28	257	4	0	1	2	-2	0	0	0	0	0	0	0	0	36
Tony Romo	Dal	@NYG	26	18	275	4	0	0	1	-2	0	0	0	0	0	0	1	0	34
Drew Brees	NO	Bal	45	35	420	3	1	0	3	15	0	0	0	0	0	0	0	0	33
Ryan Tannehill	Mia	@Den	36	26	228	3	1	0	4	15	1	0	0	0	0	0	0	0	32
Eli Manning	NYG	Dal	40	29	338	3	1	0	0	0	0	0	0	0	0	0	0	0	29
Aaron Rodgers	GB	@Min	29	19	209	2	0	0	6	34	0	0	0	0	0	0	0	0	23
Zach Mettenberger	Ten	@Phi	39	20	345	2	1	0	2	-2	0	0	0	0	0	0	0	0	23
Teddy Bridgewater	Min	GB	37	21	210	2	1	1	5	32	0	0	0	0	0	0	0	0	23
Tom Brady	NE	Det	53	38	349	2	1	0	0	0	0	0	0	0	0	0	0	0	23
Kyle Orton	Buf	NYJ	32	24	230	2	0	0	1	10	0	0	0	0	0	0	0	0	22
Russell Wilson	Sea	Ari	22	17	211	1	0	0	10	73	0	0	0	0	0	0	0	0	21
Alex Smith	KC	@Oak	36	20	234	2	0	0	2	5	0	0	0	0	0	0	0	0	21
Matt Ryan	Atl	Cle	43	27	273	2	1	0	2	6	0	0	0	0	0	0	1	0	19
Andrew Luck	Ind	Jac	32	21	253	1	0	0	8	49	0	0	0	0	0	0	2	0	18
Philip Rivers	SD	Stl	35	29	291	1	1	0	3	-1	0	0	0	0	0	0	0	0	15
Josh McCown	TB	@Chi	48	25	341	1	2	0	3	12	0	0	0	0	0	0	1	0	15
Colin Kaepernick	SF	Was	29	20	256	1	1	0	9	14	0	0	0	0	0	0	0	0	15
Joe Flacco	Bal	@NO	24	18	243	1	0	0	2	2	0	0	0	0	0	0	0	0	15
Mark Sanchez	Phi	Ten	43	30	307	1	2	0	4	4	0	0	0	0	0	0	0	0	14
Andy Dalton	Cin	@Hou	35	24	233	1	1	0	7	6	0	0	0	0	0	0	0	0	13
Derek Carr	Oak	KC	35	18	174	1	0	0	3	2	0	0	0	0	0	0	0	0	12
Jay Cutler	Chi	TB	27	17	130	1	0	0	0	0	0	0	0	0	0	0	1	0	10
Matthew Stafford	Det	@NE	46	18	264	0	1	0	3	18	0	0	0	0	0	0	0	0	9
Shaun Hill	Stl	@SD	35	18	198	1	2	0	1	0	0	0	0	0	0	0	1	0	8
Brian Hoyer	Cle	@Atl	40	23	322	0	3	0	3	12	0	0	0	0	0	0	0	0	7
Drew Stanton	Ari	@Sea	26	14	149	0	1	0	4	23	0	0	0	0	0	0	0	0	5
Ryan Mallett	Hou	Cin	45	21	189	0	1	0	1	2	0	0	0	0	0	0	0	0	5
Blake Bortles	Jac	@Ind	27	15	146	0	1	0	5	24	0	0	0	0	0	0	0	0	5
Robert Griffin III	Was	@SF	19	11	106	0	0	0	4	11	0	0	0	0	0	0	1	0	4
Geno Smith	NYJ	@Buf	12	10	89	0	0	0	2	4	0	0	0	0	0	0	0	0	3
Michael Vick	NYJ	@Buf	19	7	76	0	1	0	2	4	0	0	0	0	0	0	0	0	1
