
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Demaryius Thomas	Den	Mia	0	0	0	0	0	0	0	0	0	0	10	87	3	0	0	0	26
Odell Beckham	NYG	Dal	0	0	0	0	0	0	1	-2	0	0	10	146	2	0	0	0	26
Dez Bryant	Dal	@NYG	0	0	0	0	0	0	0	0	0	0	7	86	2	0	0	0	20
T.Y. Hilton	Ind	Jac	0	0	0	0	0	0	1	15	0	0	4	122	1	0	0	0	19
Anquan Boldin	SF	Was	0	0	0	0	0	0	0	0	0	0	9	137	1	0	0	0	19
Robert Woods	Buf	NYJ	0	0	0	0	0	0	0	0	0	0	9	118	1	0	0	0	17
Jarvis Landry	Mia	@Den	0	0	0	0	0	0	0	0	0	0	7	50	2	0	0	0	17
Tim Wright	NE	Det	0	0	0	0	0	0	0	0	0	0	5	36	2	0	0	0	15
Steve Smith	Bal	@NO	0	0	0	0	0	0	0	0	0	0	4	89	1	0	0	0	14
Emmanuel Sanders	Den	Mia	0	0	0	0	0	0	1	3	0	0	9	125	0	1	0	0	14
Marques Colston	NO	Bal	0	0	0	0	0	0	0	0	0	0	4	82	1	0	0	0	14
Stedman Bailey	Stl	@SD	0	0	0	0	0	0	0	0	0	0	7	89	1	0	0	0	14
Keenan Allen	SD	Stl	0	0	0	0	0	0	0	0	0	0	6	104	1	0	2	0	14
Charles Johnson	Min	GB	0	0	0	0	0	0	0	0	0	0	3	52	1	1	0	0	13
Joseph Morgan	NO	Bal	0	0	0	0	0	0	1	67	0	0	1	62	0	0	0	0	12
Julio Jones	Atl	Cle	0	0	0	0	0	0	0	0	0	0	5	68	1	0	0	0	12
Justin Hunter	Ten	@Phi	0	0	0	0	0	0	0	0	0	0	4	64	1	0	0	0	12
A.J. Green	Cin	@Hou	0	0	0	0	0	0	0	0	0	0	12	121	0	0	0	0	12
Josh Gordon	Cle	@Atl	1	0	0	0	0	0	0	0	0	0	8	120	0	0	0	0	12
Cole Beasley	Dal	@NYG	0	0	0	0	0	0	0	0	0	0	2	66	1	0	0	0	12
Louis Murphy	TB	@Chi	0	0	0	0	0	0	0	0	0	0	6	113	0	0	0	0	11
Golden Tate	Det	@NE	0	0	0	0	0	0	1	13	0	0	4	97	0	0	0	0	10
Mohamed Sanu	Cin	@Hou	0	0	0	0	0	0	1	1	0	0	5	48	1	0	0	0	10
James Jones	Oak	KC	0	0	0	0	0	0	0	0	0	0	5	47	1	0	0	0	10
Vincent Jackson	TB	@Chi	0	0	0	0	0	0	0	0	0	0	5	117	0	0	1	0	10
Mike Evans	TB	@Chi	0	0	0	0	0	0	0	0	0	0	3	47	1	0	0	0	10
Roddy White	Atl	Cle	0	0	0	0	0	0	0	0	0	0	9	96	0	0	0	0	9
Mike Wallace	Mia	@Den	0	0	0	0	0	0	0	0	0	0	4	35	1	0	0	0	9
