
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Kenny Stills	NO	Bal	0	0	0	0	0	0	1	-2	0	0	8	98	0	0	0	0	9
Torrey Smith	Bal	@NO	0	0	0	0	0	0	0	0	0	0	5	98	0	0	0	0	9
Brandon LaFell	NE	Det	0	0	0	0	0	0	0	0	0	0	9	98	0	0	0	0	9
Greg Jennings	Min	GB	0	0	0	0	0	0	0	0	0	0	4	38	1	0	0	0	9
Andrew Hawkins	Cle	@Atl	0	0	0	0	0	0	0	0	0	0	5	93	0	0	0	0	9
Tavon Austin	Stl	@SD	0	0	0	0	0	0	3	27	1	0	3	11	0	0	0	0	9
Alshon Jeffery	Chi	TB	0	0	0	0	0	0	0	0	0	0	3	22	1	0	0	0	8
Julian Edelman	NE	Det	0	0	0	0	0	0	0	0	0	0	11	89	0	0	0	0	8
Wes Welker	Den	Mia	0	0	0	0	0	0	0	0	0	0	4	18	1	0	0	0	7
Jordan Matthews	Phi	Ten	0	0	0	0	0	0	0	0	0	0	6	77	0	0	0	0	7
Nate Washington	Ten	@Phi	0	0	0	0	0	0	0	0	0	0	4	63	0	0	0	0	6
Jordy Nelson	GB	@Min	0	0	0	0	0	0	0	0	0	0	8	68	0	0	0	0	6
Jeremy Kerley	NYJ	@Buf	0	0	0	0	0	0	0	0	0	0	5	66	0	0	0	0	6
Eric Decker	NYJ	@Buf	0	0	0	0	0	0	0	0	0	0	4	63	0	0	0	0	6
John Brown	Ari	@Sea	0	0	0	0	0	0	0	0	0	0	3	61	0	0	0	0	6
Miles Austin	Cle	@Atl	0	0	0	0	0	0	0	0	0	0	6	64	0	0	0	0	6
Eddie Royal	SD	Stl	0	0	0	0	0	0	0	0	0	0	6	50	0	0	0	0	5
Denard Robinson	Jac	@Ind	0	0	0	0	0	0	14	25	0	0	4	47	0	0	1	0	5
Jeremy Maclin	Phi	Ten	0	0	0	0	0	0	0	0	0	0	6	59	0	0	0	0	5
Marqise Lee	Jac	@Ind	0	0	0	0	0	0	0	0	0	0	3	52	0	0	0	0	5
Calvin Johnson	Det	@NE	0	0	0	0	0	0	0	0	0	0	4	58	0	0	0	0	5
Andre Holmes	Oak	KC	0	0	0	0	0	0	0	0	0	0	5	55	0	0	0	0	5
Michael Crabtree	SF	Was	0	0	0	0	0	0	0	0	0	0	5	58	0	0	0	0	5
Randall Cobb	GB	@Min	0	0	0	0	0	0	0	0	0	0	4	58	0	0	0	0	5
Nick Toon	NO	Bal	0	0	0	0	0	0	0	0	0	0	3	42	0	0	0	0	4
Ricardo Lockette	Sea	Ari	0	0	0	0	0	0	0	0	0	0	1	48	0	0	0	0	4
Brandon Gibson	Mia	@Den	0	0	0	0	0	0	0	0	0	0	5	42	0	0	0	0	4
Riley Cooper	Phi	Ten	0	0	0	0	0	0	0	0	0	0	3	49	0	0	0	0	4
Dwayne Bowe	KC	@Oak	0	0	0	0	0	0	0	0	0	0	3	42	0	0	0	0	4
Sammy Watkins	Buf	NYJ	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	3
Jeremy Ross	Det	@NE	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	3
Marcel Reece	Oak	KC	0	0	0	0	0	0	8	37	0	0	1	8	0	0	0	0	3
Rueben Randle	NYG	Dal	0	0	0	0	0	0	0	0	0	0	3	36	0	0	0	0	3
Donte Moncrief	Ind	Jac	0	0	0	0	0	0	1	4	0	0	4	38	0	0	0	0	3
Brandon Marshall	Chi	TB	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	3
Andre Johnson	Hou	Cin	0	0	0	0	0	0	0	0	0	0	3	36	0	0	0	0	3
DeSean Jackson	Was	@SF	0	0	0	0	0	0	0	0	0	0	2	39	0	0	0	0	3
DeAndre Hopkins	Hou	Cin	0	0	0	0	0	0	0	0	0	0	5	39	0	0	0	0	3
Brian Hartline	Mia	@Den	0	0	0	0	0	0	0	0	0	0	2	39	0	0	0	0	3
Pierre Garcon	Was	@SF	1	0	0	0	0	0	0	0	0	0	3	34	0	0	0	0	3
Malcom Floyd	SD	Stl	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	3
Vincent Brown	Oak	KC	0	0	0	0	0	0	0	0	0	0	2	30	0	0	0	0	3
Kenny Britt	Stl	@SD	0	0	0	0	0	0	0	0	0	0	2	37	0	0	0	0	3
Kendall Wright	Ten	@Phi	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	2
Albert Wilson	KC	@Oak	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Rishard Matthews	Mia	@Den	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	2
Damaris Johnson	Hou	Cin	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	2
Brice Butler	Oak	KC	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	2
Jaron Brown	Ari	@Sea	0	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	2
Marquess Wilson	Chi	TB	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Terrance Williams	Dal	@NYG	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	1
Reggie Wayne	Ind	Jac	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	1
Niles Paul	Was	@SF	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Cordarrelle Patterson	Min	GB	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Preston Parker	NYG	Dal	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Kevin Norwood	Sea	Ari	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Hakeem Nicks	Ind	Jac	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Jermaine Kearse	Sea	Ari	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	1
Allen Hurns	Jac	@Ind	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Taylor Gabriel	Cle	@Atl	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Corey Fuller	Det	@NE	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Harry Douglas	Atl	Cle	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	1
Marlon Brown	Bal	@NO	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1
Davante Adams	GB	@Min	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
