
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Alfred Blue	Hou	@Ten	0	0	0	0	0	0	14	42	0	0	1	22	0	0	0	0	6
Bishop Sankey	Ten	Hou	0	0	0	0	0	0	9	35	0	0	4	25	0	0	0	0	5
Branden Oliver	SD	@Den	0	0	0	0	0	0	13	36	0	0	7	27	0	0	0	0	5
Joique Bell	Det	@Atl	0	0	0	0	0	0	14	39	0	0	2	22	0	0	0	0	5
Leon Washington	Ten	Hou	0	0	0	0	0	0	0	0	0	0	3	40	0	0	0	0	4
Shane Vereen	NE	Chi	0	0	0	0	0	0	5	22	0	0	3	23	0	0	0	0	4
Robert Turbin	Sea	@Car	0	0	0	0	0	0	2	10	0	0	3	32	0	0	0	0	4
Jeremy Hill	Cin	Bal	0	0	0	0	0	0	10	25	0	0	4	28	0	0	0	0	4
Anthony Dixon	Buf	@NYJ	0	0	0	0	0	0	22	44	0	0	0	0	0	0	0	0	4
Travaris Cadet	NO	GB	0	0	0	0	0	0	1	7	0	0	4	40	0	0	0	0	4
Zac Stacy	Stl	@KC	0	0	0	0	0	0	5	17	0	0	3	20	0	0	0	0	3
Dexter McCluster	Ten	Hou	0	0	0	0	0	0	2	1	0	0	4	39	0	0	0	0	3
Tre Mason	Stl	@KC	0	0	0	0	0	0	7	32	0	0	1	1	0	0	0	0	3
Roy Helu	Was	@Dal	0	0	0	0	0	0	5	29	0	0	2	14	0	0	0	0	3
Ka'Deem Carey	Chi	@NE	0	0	0	0	0	0	6	33	0	0	0	0	0	0	0	0	3
Terrance West	Cle	Oak	0	0	0	0	0	0	7	11	0	0	1	10	0	0	0	0	2
Daniel Thomas	Mia	@Jac	0	0	0	0	0	0	4	18	0	0	2	12	0	0	0	0	2
Anthony Sherman	KC	Stl	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	2
Jacquizz Rodgers	Atl	Det	0	0	0	0	0	0	1	2	0	0	3	28	0	0	0	0	2
Doug Martin	TB	Min	0	0	0	0	0	0	10	27	0	0	2	-1	0	0	0	0	2
Kyle Juszczyk	Bal	@Cin	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	2
Will Johnson	Pit	Ind	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	2
Benny Cunningham	Stl	@KC	0	0	0	0	0	0	4	27	0	0	1	8	0	0	0	0	2
LeGarrette Blount	Pit	Ind	0	0	0	0	0	0	6	21	0	0	2	11	0	0	1	0	2
Matt Asiata	Min	@TB	0	0	0	0	0	0	4	1	0	0	4	26	0	0	0	0	2
Darrel Young	Was	@Dal	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
James White	NE	Chi	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	1
Jordan Todman	Jac	Mia	0	0	0	0	0	0	2	10	0	0	2	0	0	0	0	0	1
De'Anthony Thomas	KC	Stl	0	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	1
Joseph Randle	Dal	Was	0	0	0	0	0	0	3	23	0	0	0	0	0	0	1	0	1
Chris Polk	Phi	@Ari	0	0	0	0	0	0	3	13	0	0	1	1	0	0	0	0	1
Christine Michael	Sea	@Car	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	1
Chris Johnson	NYJ	Buf	0	0	0	0	0	0	3	7	0	0	2	13	0	0	0	0	1
Robert Hughes	Ari	Phi	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	1
Toby Gerhart	Jac	Mia	0	0	0	0	0	0	4	10	0	0	1	3	0	0	0	0	1
Lance Dunbar	Dal	Was	0	0	0	0	0	0	1	6	0	0	1	11	0	0	0	0	1
Bryce Brown	Buf	@NYJ	0	0	0	0	0	0	7	15	0	0	0	0	0	0	0	0	1
