
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Arian Foster	Hou	@Ten	0	0	0	0	0	0	20	151	2	0	4	22	1	0	0	0	35
Matt Forte	Chi	@NE	0	0	0	0	0	0	19	114	0	0	6	54	1	1	0	0	24
Mark Ingram	NO	GB	0	0	0	0	0	0	24	172	1	0	1	3	0	0	0	0	23
DeMarco Murray	Dal	Was	0	0	0	0	0	0	19	141	0	0	4	80	0	0	1	0	21
Jamaal Charles	KC	Stl	0	0	0	0	0	0	14	67	2	0	4	44	0	0	1	0	21
Lorenzo Taliaferro	Bal	@Cin	0	0	0	0	0	0	7	27	2	0	2	42	0	0	0	0	18
Eddie Lacy	GB	@NO	0	0	0	0	0	0	13	59	0	0	8	123	0	0	0	0	17
Chris Ivory	NYJ	Buf	0	0	0	0	0	0	13	43	2	0	0	0	0	0	0	0	16
Juwan Thompson	Den	SD	0	0	0	0	0	0	7	24	2	0	0	0	0	0	0	0	14
Alfred Morris	Was	@Dal	0	0	0	0	0	0	18	73	1	0	1	12	0	0	0	0	14
Ahmad Bradshaw	Ind	@Pit	0	0	0	0	0	0	6	35	1	0	7	52	0	0	0	0	14
Le'Veon Bell	Pit	Ind	0	0	0	0	0	0	24	92	0	0	6	56	0	0	0	0	14
Theo Riddick	Det	@Atl	0	0	0	0	0	0	3	5	0	0	8	74	1	0	0	0	13
Andre Ellington	Ari	Phi	0	0	0	0	0	0	23	71	1	0	3	14	0	0	1	0	13
Steven Jackson	Atl	Det	0	0	0	0	0	0	18	60	1	0	0	0	0	0	0	0	12
Ronnie Hillman	Den	SD	0	0	0	0	0	0	20	109	0	0	3	29	0	0	0	0	12
Knile Davis	KC	Stl	0	0	0	0	0	0	16	49	1	0	0	0	0	0	0	0	10
Giovani Bernard	Cin	Bal	0	0	0	0	0	0	16	45	1	0	2	2	0	0	0	0	10
Lamar Miller	Mia	@Jac	0	0	0	0	0	0	14	78	0	0	3	21	0	0	0	0	9
LeSean McCoy	Phi	@Ari	0	0	0	0	0	0	20	83	0	0	3	14	0	0	0	0	9
Justin Forsett	Bal	@Cin	0	0	0	0	0	0	17	68	0	1	3	17	0	0	0	0	9
Ben Tate	Cle	Oak	0	0	0	0	0	0	15	26	1	0	1	8	0	0	0	0	8
Jonathan Stewart	Car	Sea	0	0	0	0	0	0	16	79	0	0	3	15	0	0	0	0	8
Bilal Powell	NYJ	Buf	0	0	0	0	0	0	4	28	1	0	0	0	0	0	0	0	8
Jerick McKinnon	Min	@TB	0	0	0	0	0	0	16	83	0	0	1	-1	0	0	0	0	8
Jonas Gray	NE	Chi	0	0	0	0	0	0	17	86	0	0	0	0	0	0	0	0	8
Frank Summers	Buf	@NYJ	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	6
Bobby Rainey	TB	Min	0	0	0	0	0	0	8	25	0	0	6	41	0	0	0	0	6
Darren McFadden	Oak	@Cle	1	0	0	0	0	0	12	59	0	0	4	26	0	0	1	0	6
Marshawn Lynch	Sea	@Car	0	0	0	0	0	0	14	62	0	0	1	2	0	0	0	0	6
Devonta Freeman	Atl	Det	0	0	0	0	0	0	3	5	0	0	1	7	1	0	0	0	6
