   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Rob Gronkowski	NE	Chi	0	0	0	0	0	0	0	0	0	0	9	149	3	0	0	0	32
Heath Miller	Pit	Ind	0	0	0	0	0	0	0	0	0	0	7	112	1	0	0	0	17
Antonio Gates	SD	@Den	0	0	0	0	0	0	0	0	0	0	5	54	2	0	0	0	17
Martellus Bennett	Chi	@NE	0	0	0	0	0	0	0	0	0	0	6	95	1	0	0	0	15
Jason Witten	Dal	Was	0	0	0	0	0	0	0	0	0	0	5	70	1	0	0	0	13
Jimmy Graham	NO	GB	0	0	0	0	0	0	0	0	0	0	5	59	1	0	0	0	11
Delanie Walker	Ten	Hou	0	0	0	0	0	0	0	0	0	0	4	37	1	0	0	0	9
Luke Willson	Sea	@Car	0	0	0	0	0	0	0	0	0	0	1	23	1	0	0	0	8
Mychal Rivera	Oak	@Cle	0	0	0	0	0	0	0	0	0	0	7	83	0	0	0	0	8
Dwayne Allen	Ind	@Pit	0	0	0	0	0	0	0	0	0	0	1	21	1	0	0	0	8
Austin Seferian-Jenkins	TB	Min	0	0	0	0	0	0	0	0	0	0	3	26	1	0	1	0	7
Scott Chandler	Buf	@NYJ	0	0	0	0	0	0	0	0	0	0	1	12	1	0	0	0	7
Lee Smith	Buf	@NYJ	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	6
Bear Pascoe	Atl	Det	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6
Lance Kendricks	Stl	@KC	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6
Josh Hill	NO	GB	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	6
Chase Ford	Min	@TB	0	0	0	0	0	0	0	0	0	0	6	61	0	0	0	0	6
Dion Sims	Mia	@Jac	0	0	0	0	0	0	0	0	0	0	2	51	0	0	0	0	5
Richard Rodgers	GB	@NO	0	0	0	0	0	0	0	0	0	0	4	58	0	0	0	0	5
Jace Amaro	NYJ	Buf	0	0	0	0	0	0	0	0	0	0	5	51	0	0	0	0	5
Jordan Reed	Was	@Dal	0	0	0	0	0	0	0	0	0	0	7	40	0	0	0	0	4
Travis Kelce	KC	Stl	0	0	0	0	0	0	0	0	0	0	4	45	0	0	0	0	4
Zach Ertz	Phi	@Ari	0	0	0	0	0	0	0	0	0	0	5	48	0	0	0	0	4
Jordan Cameron	Cle	Oak	0	0	0	0	0	0	0	0	0	0	3	40	0	0	0	0	4
Jermaine Gresham	Cin	Bal	0	0	0	0	0	0	0	0	0	0	4	34	0	0	0	0	3
Levine Toilolo	Atl	Det	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Julius Thomas	Den	SD	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	2
Dante Rosario	Chi	@NE	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	2
Clay Harbor	Jac	Mia	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Crockett Gillmore	Bal	@Cin	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	2
Jim Dray	Cle	Oak	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Andrew Quarless	GB	@NO	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	1
Greg Olsen	Car	Sea	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Cooper Helfet	Sea	@Car	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Anthony Fasano	KC	Stl	0	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	1
Ed Dickson	Car	Sea	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Jared Cook	Stl	@KC	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
John Carlson	Ari	Phi	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
