   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Le'Veon Bell	Pit	@Cin	0	0	0	0	0	0	26	185	2	0	6	50	1	0	0	0	41
DeMarco Murray	Dal	@Chi	0	0	0	0	0	0	32	179	1	0	9	49	0	0	0	0	27
Joique Bell	Det	TB	0	0	0	0	0	0	18	83	1	0	5	50	1	0	0	0	25
Jamaal Charles	KC	@Ari	0	0	0	0	0	0	10	91	1	0	2	20	1	0	0	0	23
C.J. Anderson	Den	Buf	0	0	0	0	0	0	21	58	3	0	0	0	0	0	0	0	23
Eddie Lacy	GB	Atl	0	0	0	0	0	0	13	73	1	0	5	33	1	0	0	0	22
Jonathan Stewart	Car	@NO	0	0	0	0	0	0	20	155	1	0	0	0	0	0	0	0	21
Andre Williams	NYG	@Ten	0	0	0	0	0	0	24	131	1	0	3	16	0	0	0	0	20
Arian Foster	Hou	@Jac	0	0	0	0	0	0	24	127	1	0	2	21	0	0	0	0	20
Matt Forte	Chi	Dal	0	0	0	0	0	0	13	26	1	1	8	74	0	0	1	0	16
James Starks	GB	Atl	0	0	0	0	0	0	10	75	1	0	2	26	0	0	0	0	15
Marshawn Lynch	Sea	@Phi	0	0	0	0	0	0	23	86	0	0	5	27	1	0	1	0	15
Steven Jackson	Atl	@GB	0	0	0	0	0	0	16	50	1	0	2	26	0	0	0	0	13
Justin Forsett	Bal	@Mia	0	0	0	0	0	0	13	71	1	0	2	7	0	0	0	0	13
Isaiah Crowell	Cle	Ind	0	0	0	0	0	0	14	54	1	0	0	0	0	0	0	0	11
Kerwynn Williams	Ari	KC	0	0	0	0	0	0	19	100	0	0	0	0	0	0	0	0	10
Fozzy Whittaker	Car	@NO	0	0	0	0	0	0	3	5	0	0	1	26	1	0	0	0	8
Lamar Miller	Mia	Bal	0	0	0	0	0	0	12	53	0	0	5	36	0	0	0	0	8
Juwan Thompson	Den	Buf	0	0	0	0	0	0	4	63	0	0	1	14	0	0	0	0	7
Joseph Randle	Dal	@Chi	0	0	0	0	0	0	1	17	1	0	0	0	0	0	0	0	7
Latavius Murray	Oak	SF	0	0	0	0	0	0	23	76	0	0	2	9	0	0	0	0	7
Alfred Blue	Hou	@Jac	0	0	0	0	0	0	9	15	1	0	0	0	0	0	0	0	7
LeGarrette Blount	NE	@SD	0	0	0	0	0	0	20	66	0	0	2	11	0	0	0	0	7
Tre Mason	Stl	@Was	0	0	0	0	0	0	20	66	0	0	0	0	0	0	0	0	6
Chris Johnson	NYJ	@Min	0	0	0	0	0	0	16	53	0	0	2	13	0	0	0	0	6
Fred Jackson	Buf	@Den	0	0	0	0	0	0	8	35	0	0	10	37	0	0	0	0	6
Chris Ivory	NYJ	@Min	0	0	0	0	0	0	16	73	0	0	1	4	0	0	1	0	6
Jeremy Hill	Cin	Pit	0	0	0	0	0	0	8	46	0	0	3	21	0	0	0	0	6
Dan Herron	Ind	@Cle	0	0	0	0	0	0	8	26	0	0	4	45	0	0	0	0	6
Frank Gore	SF	@Oak	0	0	0	0	0	0	12	63	0	0	0	0	0	0	0	0	6
Matt Asiata	Min	NYJ	0	0	0	0	0	0	19	54	0	0	3	10	0	0	0	0	6
Terrance West	Cle	Ind	0	0	0	0	0	0	15	54	0	0	0	0	0	0	0	0	5
Mike Tolbert	Car	@NO	0	0	0	0	0	0	5	28	0	0	2	34	0	0	0	0	5
Lorenzo Taliaferro	Bal	@Mia	0	0	0	0	0	0	7	35	0	0	1	20	0	0	0	0	5
Bernard Pierce	Bal	@Mia	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	0	5
Pierre Thomas	NO	Car	0	0	0	0	0	0	5	38	0	0	4	14	0	0	0	0	4
LeSean McCoy	Phi	Sea	0	0	0	0	0	0	17	50	0	0	0	0	0	0	1	0	4
Ryan Mathews	SD	NE	0	0	0	0	0	0	11	44	0	0	1	4	0	0	0	0	4
Mark Ingram	NO	Car	0	0	0	0	0	0	10	43	0	0	2	13	0	0	1	0	4
Benny Cunningham	Stl	@Was	0	0	0	0	0	0	3	20	0	0	5	28	0	0	0	0	4
Donald Brown	SD	NE	0	0	0	0	0	0	0	0	0	0	5	49	0	0	0	0	4
Shane Vereen	NE	@SD	0	0	0	0	0	0	1	1	0	0	3	30	0	0	0	0	3
Jacquizz Rodgers	Atl	@GB	0	0	0	0	0	0	3	20	0	0	1	14	0	0	0	0	3
Trent Richardson	Ind	@Cle	0	0	0	0	0	0	7	30	0	0	0	0	0	0	0	0	3
Silas Redd	Was	Stl	0	0	0	0	0	0	1	8	0	0	3	36	0	0	0	0	3
Christine Michael	Sea	@Phi	0	0	0	0	0	0	6	32	0	0	0	0	0	0	0	0	3
Robert Hughes	Ari	KC	0	0	0	0	0	0	1	-1	0	0	1	36	0	0	0	0	3
Charles Sims	TB	@Det	0	0	0	0	0	0	5	-4	0	0	1	24	0	0	0	0	2
Bishop Sankey	Ten	NYG	0	0	0	0	0	0	9	25	0	0	2	2	0	0	0	0	2
Doug Martin	TB	@Det	0	0	0	0	0	0	5	22	0	0	1	0	0	0	0	0	2
Toby Gerhart	Jac	Hou	0	0	0	0	0	0	5	19	0	0	2	16	0	0	0	0	2
Reggie Bush	Det	TB	0	0	0	0	0	0	8	26	0	0	4	8	0	0	0	0	2
Bryce Brown	Buf	@Den	0	0	0	0	0	0	3	11	0	0	2	14	0	0	0	0	2
Giovani Bernard	Cin	Pit	0	0	0	0	0	0	6	17	0	0	3	19	0	0	0	0	2
Leon Washington	Ten	NYG	0	0	0	0	0	0	2	9	0	0	2	10	0	0	0	0	1
Robert Turbin	Sea	@Phi	0	0	0	0	0	0	4	7	0	0	1	14	0	0	0	0	1
Jordan Todman	Jac	Hou	0	0	0	0	0	0	3	11	0	0	1	5	0	0	0	0	1
Stepfan Taylor	Ari	KC	0	0	0	0	0	0	6	19	0	0	1	7	0	0	0	0	1
Ben Tate	Min	NYJ	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	1
Alfred Morris	Was	Stl	0	0	0	0	0	0	8	6	0	0	1	11	0	0	0	0	1
Dexter McCluster	Ten	NYG	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1
Rashad Jennings	NYG	@Ten	0	0	0	0	0	0	2	5	0	0	1	17	0	0	0	0	1
Devonta Freeman	Atl	@GB	0	0	0	0	0	0	2	-2	0	0	2	10	0	0	0	0	1
Anthony Dixon	Buf	@Den	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	1
Travaris Cadet	NO	Car	0	0	0	0	0	0	1	5	0	0	2	13	0	0	0	0	1
Joe Banyard	Min	NYJ	0	0	0	0	0	0	1	9	0	0	1	12	0	0	0	0	1
