   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Branden Oliver	SD	NYJ	0	0	0	0	0	0	19	114	1	0	4	68	1	0	0	0	29
Arian Foster	Hou	@Dal	0	0	0	0	0	0	23	157	2	0	2	15	0	0	0	0	28
Andre Ellington	Ari	@Den	0	0	0	0	0	0	16	32	1	0	4	112	1	0	0	0	26
Eddie Lacy	GB	Min	0	0	0	0	0	0	13	105	2	0	3	27	0	0	0	0	24
Pierre Thomas	NO	TB	0	0	0	0	0	0	4	35	1	0	8	77	1	0	0	0	22
Matt Forte	Chi	@Car	0	0	0	0	0	0	17	61	0	0	12	105	1	0	1	0	21
Stevan Ridley	NE	Cin	0	0	0	0	0	0	27	113	1	0	0	0	0	0	0	0	17
DeMarco Murray	Dal	Hou	0	0	0	0	0	0	31	136	0	0	6	56	0	0	1	0	17
Marshawn Lynch	Sea	@Was	0	0	0	0	0	0	17	72	0	0	5	45	1	0	0	0	17
Justin Forsett	Bal	@Ind	0	0	0	0	0	0	6	42	1	0	7	55	0	0	0	0	15
Antone Smith	Atl	@NYG	0	0	0	0	0	0	1	2	0	0	3	83	1	0	0	0	14
Khiry Robinson	NO	TB	0	0	0	0	0	0	21	89	1	0	1	8	0	0	0	0	14
Andre Williams	NYG	Atl	0	0	0	0	0	0	20	65	1	0	2	18	0	0	0	0	13
Ben Tate	Cle	@Ten	0	0	0	0	0	0	22	124	0	0	1	-2	0	0	0	0	12
Steven Jackson	Atl	@NYG	0	0	0	0	0	0	13	37	1	0	5	37	0	0	0	0	12
Benny Cunningham	Stl	@Phi	0	0	0	0	0	0	7	47	1	0	3	24	0	0	0	0	12
Fred Jackson	Buf	@Det	0	0	0	0	0	0	10	49	0	1	7	58	0	0	0	0	11
Le'Veon Bell	Pit	@Jac	0	0	0	0	0	0	15	82	0	0	5	36	0	0	0	0	11
Shane Vereen	NE	Cin	0	0	0	0	0	0	9	90	0	0	3	18	0	0	0	0	10
Bobby Rainey	TB	@NO	0	0	0	0	0	0	6	21	1	0	3	21	0	0	0	0	10
Frank Gore	SF	KC	0	0	0	0	0	0	18	107	0	0	1	1	0	0	0	0	10
Chris Ogbonnaya	Car	Chi	0	0	0	0	0	0	8	24	1	0	0	0	0	0	0	0	8
Jamaal Charles	KC	@SF	0	0	0	0	0	0	15	80	0	0	1	4	0	0	0	0	8
Juwan Thompson	Den	Ari	0	0	0	0	0	0	3	15	1	0	0	0	0	0	0	0	7
De'Anthony Thomas	KC	@SF	0	0	0	0	0	0	1	17	1	0	0	0	0	0	0	0	7
LeSean McCoy	Phi	Stl	0	0	0	0	0	0	24	81	0	0	4	5	0	0	1	0	7
Devonta Freeman	Atl	@NYG	0	0	0	0	0	0	4	38	0	0	5	44	0	0	0	0	7
Travaris Cadet	NO	TB	0	0	0	0	0	0	0	0	0	0	3	19	1	0	0	0	7
Giovani Bernard	Cin	@NE	0	0	0	0	0	0	13	62	0	0	2	10	0	0	0	0	7
Zac Stacy	Stl	@Phi	0	0	0	0	0	0	11	42	0	0	4	36	0	0	1	0	6
Doug Martin	TB	@NO	0	0	0	0	0	0	14	45	0	0	3	29	0	0	0	0	6
Rashad Jennings	NYG	Atl	0	0	0	0	0	0	10	55	0	0	2	17	0	0	0	0	6
Ronnie Hillman	Den	Ari	0	0	0	0	0	0	15	64	0	0	0	0	0	0	0	0	6
Jeremy Hill	Cin	@NE	0	0	0	0	0	0	2	1	0	0	3	68	0	0	0	0	6
Ahmad Bradshaw	Ind	Bal	0	0	0	0	0	0	15	68	0	0	4	17	0	0	1	0	6
Matt Asiata	Min	@GB	0	0	0	0	0	0	15	72	0	0	0	0	0	0	1	0	6
Darren Sproles	Phi	Stl	0	0	0	0	0	0	7	51	0	0	0	0	0	0	0	0	5
Roy Helu	Was	Sea	0	0	0	0	0	0	2	-1	0	0	5	59	0	0	0	0	5
George Winn	Det	Buf	0	0	0	0	0	0	11	48	0	0	0	0	0	0	0	0	4
James Starks	GB	Min	0	0	0	0	0	0	12	46	0	0	2	2	0	0	0	0	4
Trent Richardson	Ind	Bal	0	0	0	0	0	0	9	37	0	0	4	10	0	0	0	0	4
Darrin Reaves	Car	Chi	0	0	0	0	0	0	10	36	0	0	1	16	0	0	0	0	4
Jerick McKinnon	Min	@GB	0	0	0	0	0	0	7	24	0	0	3	22	0	0	0	0	4
Chris Ivory	NYJ	@SD	0	0	0	0	0	0	9	44	0	0	0	0	0	0	0	0	4
Carlos Hyde	SF	KC	0	0	0	0	0	0	10	43	0	0	0	0	0	0	0	0	4
Reggie Bush	Det	Buf	0	0	0	0	0	0	6	13	0	0	2	30	0	0	0	0	4
Terrance West	Cle	@Ten	0	0	0	0	0	0	7	31	0	0	0	0	0	0	0	0	3
Bernard Pierce	Bal	@Ind	0	0	0	0	0	0	4	30	0	0	0	0	0	0	0	0	3
Shonn Greene	Ten	Cle	0	0	0	0	0	0	11	36	0	0	0	0	0	0	0	0	3
LeGarrette Blount	Pit	@Jac	0	0	0	0	0	0	8	29	0	0	3	17	0	0	0	0	3
Jordan Todman	Jac	Pit	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	2
C.J. Spiller	Buf	@Det	0	0	0	0	0	0	10	8	0	0	3	25	0	0	0	0	2
Bishop Sankey	Ten	Cle	0	0	0	0	0	0	8	27	0	0	0	0	0	0	0	0	2
Alfred Morris	Was	Sea	0	0	0	0	0	0	13	29	0	0	1	-2	0	0	0	0	2
Storm Johnson	Jac	Pit	0	0	0	0	0	0	4	27	0	0	0	0	0	0	0	0	2
Toby Gerhart	Jac	Pit	0	0	0	0	0	0	4	9	0	0	1	20	0	0	0	0	2
Donald Brown	SD	NYJ	0	0	0	0	0	0	9	26	0	0	1	4	0	0	0	0	2
Trey Watts	Stl	@Phi	0	0	0	0	0	0	2	6	0	0	2	12	0	0	0	0	1
Robert Turbin	Sea	@Was	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	1
Lorenzo Taliaferro	Bal	@Ind	0	0	0	0	0	0	5	18	0	0	0	0	0	0	0	0	1
Will Ta'ufo'ou	Jac	Pit	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Anthony Sherman	KC	@SF	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Jacquizz Rodgers	Atl	@NYG	0	0	0	0	0	0	2	10	0	0	1	5	0	0	0	0	1
Dexter McCluster	Ten	Cle	0	0	0	0	0	0	3	10	0	0	1	-2	0	0	0	0	1
Will Johnson	Pit	@Jac	0	0	0	0	0	0	1	0	0	0	1	12	0	0	0	0	1
