
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Demaryius Thomas	Den	Ari	0	0	0	0	0	0	0	0	0	0	8	226	2	0	0	0	34
DeSean Jackson	Was	Sea	0	0	0	0	0	0	0	0	0	0	5	157	1	0	0	0	21
Kendall Wright	Ten	Cle	0	0	0	0	0	0	2	43	0	0	6	47	2	0	0	0	20
Brian Quick	Stl	@Phi	0	0	0	0	0	0	0	0	0	0	5	87	2	0	0	0	20
Golden Tate	Det	Buf	0	0	0	0	0	0	0	0	0	0	7	134	1	0	0	0	19
Travis Benjamin	Cle	@Ten	0	0	0	0	0	0	0	0	0	0	4	48	2	0	0	0	16
Alshon Jeffery	Chi	@Car	0	0	0	0	0	0	0	0	0	0	6	97	1	0	0	0	15
Justin Hunter	Ten	Cle	0	0	0	0	0	0	0	0	0	0	3	99	1	0	0	0	15
Tim Wright	NE	Cin	0	0	0	0	0	0	0	0	0	0	5	85	1	0	0	0	14
Vincent Jackson	TB	@NO	0	0	0	0	0	0	0	0	0	0	8	144	0	0	0	0	14
Dez Bryant	Dal	Hou	0	0	0	0	0	0	0	0	0	0	9	85	1	0	0	0	14
Terrance Williams	Dal	Hou	0	0	0	0	0	0	0	0	0	0	2	71	1	0	0	0	13
Mohamed Sanu	Cin	@NE	0	0	0	0	0	0	0	0	0	0	5	70	1	0	0	0	13
Jeremy Maclin	Phi	Stl	0	0	0	0	0	0	0	0	0	0	5	76	1	0	0	0	13
A.J. Green	Cin	@NE	0	0	0	0	0	0	0	0	0	0	5	81	1	0	1	0	13
Jordy Nelson	GB	Min	0	0	0	0	0	0	0	0	0	0	1	66	1	0	0	0	12
Kenny Britt	Stl	@Phi	0	0	0	0	0	0	0	0	0	0	3	68	1	0	0	0	12
Emmanuel Sanders	Den	Ari	0	0	0	0	0	0	2	8	0	0	7	101	0	0	0	0	10
Julio Jones	Atl	@NYG	0	0	0	0	0	0	0	0	0	0	11	105	0	0	0	0	10
Odell Beckham	NYG	Atl	0	0	0	0	0	0	0	0	0	0	4	44	1	0	0	0	10
Rueben Randle	NYG	Atl	0	0	0	0	0	0	0	0	0	0	4	33	1	0	0	0	9
Louis Murphy	TB	@NO	0	0	0	0	0	0	0	0	0	0	3	35	1	0	0	0	9
T.Y. Hilton	Ind	Bal	0	0	0	0	0	0	0	0	0	0	9	90	0	0	0	0	9
Taylor Gabriel	Cle	@Ten	0	0	0	0	0	0	0	0	0	0	4	95	0	0	0	0	9
Riley Cooper	Phi	Stl	0	0	0	0	0	0	0	0	0	0	4	33	1	0	0	0	9
Randall Cobb	GB	Min	0	0	0	0	0	0	0	0	0	0	3	34	1	0	0	0	9
Sammy Watkins	Buf	@Det	0	0	0	0	0	0	0	0	0	0	7	87	0	0	0	0	8
Andre Roberts	Was	Sea	0	0	0	0	0	0	0	0	0	0	5	29	1	0	0	0	8
Antonio Brown	Pit	@Jac	0	0	0	0	0	0	0	0	0	0	5	84	0	0	0	0	8
Reggie Wayne	Ind	Bal	0	0	0	0	0	0	0	0	0	0	7	77	0	0	0	0	7
Brandon Lloyd	SF	KC	0	0	0	0	0	0	0	0	0	0	3	76	0	0	0	0	7
Jermaine Kearse	Sea	@Was	0	0	0	0	0	0	0	0	0	0	1	15	1	0	0	0	7
Malcom Floyd	SD	NYJ	0	0	0	0	0	0	0	0	0	0	3	72	0	0	0	0	7
Anquan Boldin	SF	KC	1	0	0	0	0	0	0	0	0	0	4	72	0	0	0	0	7
Davante Adams	GB	Min	0	0	0	0	0	0	0	0	0	0	1	11	1	0	0	0	7
Steve Johnson	SF	KC	0	0	0	0	0	0	0	0	0	0	1	9	1	0	0	0	6
DeAndre Hopkins	Hou	@Dal	0	0	0	0	0	0	0	0	0	0	6	63	0	0	0	0	6
Robert Herron	TB	@NO	0	0	0	0	0	0	0	0	0	0	1	9	1	0	0	0	6
Brandin Cooks	NO	TB	0	0	0	0	0	0	2	15	0	0	9	56	0	0	0	0	6
Marques Colston	NO	TB	0	0	0	0	0	0	0	0	0	0	3	63	0	0	0	0	6
Wes Welker	Den	Ari	0	0	0	0	0	0	0	0	0	0	7	58	0	0	0	0	5
Nate Washington	Ten	Cle	0	0	0	0	0	0	0	0	0	0	4	57	0	0	0	0	5
Adam Thielen	Min	@GB	0	0	0	0	0	0	0	0	0	0	4	57	0	0	0	0	5
Allen Robinson	Jac	Pit	0	0	0	0	0	0	0	0	0	0	5	51	0	0	0	0	5
Preston Parker	NYG	Atl	0	0	0	0	0	0	0	0	0	0	3	61	0	0	1	0	5
Andre Johnson	Hou	@Dal	0	0	0	0	0	0	0	0	0	0	5	58	0	0	0	0	5
Junior Hemingway	KC	@SF	0	0	0	0	0	0	0	0	0	0	4	50	0	0	0	0	5
Larry Fitzgerald	Ari	@Den	0	0	0	0	0	0	0	0	0	0	3	57	0	0	0	0	5
Doug Baldwin	Sea	@Was	0	0	0	0	0	0	0	0	0	0	4	50	0	0	0	0	5
Miles Austin	Cle	@Ten	0	0	0	0	0	0	0	0	0	0	2	54	0	0	0	0	5
Eddie Royal	SD	NYJ	0	0	0	0	0	0	0	0	0	0	3	40	0	0	0	0	4
Brandon Marshall	Chi	@Car	0	0	0	0	0	0	0	0	0	0	3	44	0	0	0	0	4
Marquise Goodwin	Buf	@Det	0	0	0	0	0	0	1	-8	0	0	1	42	0	0	0	0	4
Jerricho Cotchery	Car	Chi	0	0	0	0	0	0	0	0	0	0	3	46	0	0	0	0	4
Dwayne Bowe	KC	@SF	0	0	0	0	0	0	0	0	0	0	3	42	0	0	0	0	4
Jason Avant	Car	Chi	0	0	0	0	0	0	0	0	0	0	2	42	0	0	0	0	4
Robert Woods	Buf	@Det	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	3
Torrey Smith	Bal	@Ind	0	0	0	0	0	0	0	0	0	0	3	38	0	0	0	0	3
Jordan Matthews	Phi	Stl	0	0	0	0	0	0	0	0	0	0	4	35	0	0	0	0	3
Greg Jennings	Min	@GB	0	0	0	0	0	0	0	0	0	0	2	31	0	0	0	0	3
Julian Edelman	NE	Cin	0	0	0	0	0	0	0	0	0	0	5	35	0	0	0	0	3
Tavon Austin	Stl	@Phi	0	0	0	0	0	0	0	0	0	0	2	33	0	0	0	0	3
Jarius Wright	Min	@GB	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	2
Roddy White	Atl	@NYG	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Steve Smith	Bal	@Ind	0	0	0	0	0	0	0	0	0	0	5	34	0	0	1	0	2
Austin Pettis	Stl	@Phi	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	0	2
Hakeem Nicks	Ind	Bal	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	0	2
Lance Moore	Pit	@Jac	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	2
Brandon LaFell	NE	Cin	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	2
Jeremy Kerley	NYJ	@SD	0	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	2
Jacoby Jones	Bal	@Ind	0	0	0	0	0	0	0	0	0	0	1	30	0	0	1	0	2
Allen Hurns	Jac	Pit	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	2
Chris Hogan	Buf	@Det	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Andrew Hawkins	Cle	@Ten	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	2
Percy Harvin	Sea	@Was	0	0	0	0	0	0	2	7	0	0	4	27	0	0	0	0	2
Dwayne Harris	Dal	Hou	0	0	0	0	0	0	0	0	0	0	3	30	0	0	1	0	2
Pierre Garcon	Was	Sea	0	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	2
Victor Cruz	NYG	Atl	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	2
Philly Brown	Car	Chi	0	0	0	0	0	0	2	22	0	0	1	4	0	0	0	0	2
Mike Brown	Jac	Pit	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Justin Brown	Pit	@Jac	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	2
Brenton Bersin	Car	Chi	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	2
Kelvin Benjamin	Car	Chi	0	0	0	0	0	0	0	0	0	0	3	38	0	0	1	0	2
Cole Beasley	Dal	Hou	0	0	0	0	0	0	0	0	0	0	4	23	0	0	0	0	2
Stedman Bailey	Stl	@Phi	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	2
Keenan Allen	SD	NYJ	0	0	0	0	0	0	0	0	0	0	3	25	0	0	0	0	2
Markus Wheaton	Pit	@Jac	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Kenny Stills	NO	TB	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
