
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Ace Sanders	Jac	Pit	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Greg Salas	NYJ	@SD	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Jeremy Ross	Det	Buf	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Jeff Janis	GB	Min	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
Corey Fuller	Det	Buf	0	0	0	0	0	0	0	0	0	0	3	27	0	0	1	0	1
Aaron Dobson	NE	Cin	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Jeff Cumberland	NYJ	@SD	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Michael Crabtree	SF	KC	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Derek Carrier	SF	KC	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
Seyi Ajirotutu	SD	NYJ	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
