   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Randall Cobb	GB	@Sea	0	0	0	0	0	0	0	0	0	0	6	58	1	0	0	0	11
Kendall Wright	Ten	@KC	0	0	0	0	0	0	0	0	0	0	6	46	1	0	0	0	10
Rod Streater	Oak	@NYJ	0	0	0	0	0	0	0	0	0	0	5	46	1	0	0	0	10
Julio Jones	Atl	NO	0	0	0	0	0	0	0	0	0	0	7	116	0	0	1	0	10
Marques Colston	NO	@Atl	0	0	0	0	0	0	0	0	0	0	5	110	0	0	1	0	10
Markus Wheaton	Pit	Cle	0	0	0	0	0	0	0	0	0	0	6	97	0	0	0	0	9
Reggie Wayne	Ind	@Den	0	0	0	0	0	0	0	0	0	0	9	98	0	0	0	0	9
Golden Tate	Det	NYG	0	0	0	0	0	0	1	4	0	0	6	93	0	0	0	0	9
Brian Quick	Stl	Min	0	0	0	0	0	0	0	0	0	0	7	99	0	0	0	0	9
Hakeem Nicks	Ind	@Den	0	0	0	0	0	0	0	0	0	0	5	36	1	0	0	0	9
Ricardo Lockette	Sea	GB	0	0	0	0	0	0	0	0	0	0	2	38	1	0	0	0	9
James Jones	Oak	@NYJ	0	0	0	0	0	0	0	0	0	0	3	34	1	0	0	0	9
Andre Johnson	Hou	Was	0	0	0	0	0	0	0	0	0	0	6	93	0	0	0	0	9
Percy Harvin	Sea	GB	0	0	0	0	0	0	4	41	0	0	7	59	0	0	0	0	9
Anquan Boldin	SF	@Dal	0	0	0	0	0	0	0	0	0	0	8	99	0	0	0	0	9
Travis Benjamin	Cle	@Pit	0	0	0	0	0	0	1	10	0	0	2	20	1	0	0	0	9
Emmanuel Sanders	Den	Ind	0	0	0	0	0	0	1	11	0	0	6	77	0	0	0	0	8
Chris Owusu	TB	Car	0	0	0	0	0	0	0	0	0	0	2	20	1	0	0	0	8
Jordy Nelson	GB	@Sea	0	0	0	0	0	0	0	0	0	0	9	83	0	0	0	0	8
Andrew Hawkins	Cle	@Pit	0	0	0	0	0	0	0	0	0	0	8	87	0	0	0	0	8
John Brown	Ari	SD	0	0	0	0	0	0	0	0	0	0	2	29	1	0	0	0	8
Donnie Avery	KC	Ten	0	0	0	0	0	0	0	0	0	0	7	84	0	0	0	0	8
Robert Woods	Buf	@Chi	0	0	0	0	0	0	0	0	0	0	4	78	0	0	0	0	7
Niles Paul	Was	@Hou	0	0	0	0	0	0	0	0	0	0	4	86	0	0	1	0	7
Alshon Jeffery	Chi	Buf	0	0	0	0	0	0	0	0	0	0	5	71	0	0	0	0	7
Pierre Garcon	Was	@Hou	0	0	0	0	0	0	0	0	0	0	10	77	0	0	0	0	7
Eric Decker	NYJ	Oak	0	0	0	0	0	0	0	0	0	0	5	74	0	0	0	0	7
Marqise Lee	Jac	@Phi	0	0	0	0	0	0	0	0	0	0	6	62	0	0	0	0	6
DeSean Jackson	Was	@Hou	0	0	0	0	0	0	1	-9	0	0	8	62	0	0	0	0	6
Justin Hunter	Ten	@KC	0	0	0	0	0	0	0	0	0	0	3	63	0	0	0	0	6
Harry Douglas	Atl	NO	0	0	0	0	0	0	0	0	0	0	6	69	0	0	0	0	6
Nate Washington	Ten	@KC	0	0	0	0	0	0	0	0	0	0	4	59	0	0	0	0	5
Torrey Smith	Bal	Cin	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	5
Mohamed Sanu	Cin	@Bal	0	0	0	0	0	0	1	4	0	0	4	36	0	1	0	0	5
Dwayne Harris	Dal	SF	0	0	0	0	0	0	1	9	0	0	1	56	0	0	0	0	5
Jeff Cumberland	NYJ	Oak	0	0	0	0	0	0	0	0	0	0	4	50	0	0	0	0	5
Dez Bryant	Dal	SF	0	0	0	0	0	0	0	0	0	0	4	55	0	0	0	0	5
Demaryius Thomas	Den	Ind	0	0	0	0	0	0	0	0	0	0	4	48	0	0	0	0	4
T.Y. Hilton	Ind	@Den	0	0	0	0	0	0	0	0	0	0	5	41	0	0	0	0	4
Cole Beasley	Dal	SF	0	0	0	0	0	0	0	0	0	0	4	42	0	0	0	0	4
Mike Williams	Buf	@Chi	0	0	0	0	0	0	0	0	0	0	2	36	0	0	0	0	3
Sammy Watkins	Buf	@Chi	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	3
Kenbrell Thompkins	NE	@Mia	0	0	0	0	0	0	0	0	0	0	5	37	0	0	0	0	3
Jordan Matthews	Phi	Jac	0	0	0	0	0	0	0	0	0	0	2	37	0	0	0	0	3
Jeremy Kerley	NYJ	Oak	0	0	0	0	0	0	0	0	0	0	5	38	0	0	0	0	3
Steve Johnson	SF	@Dal	0	0	0	0	0	0	0	0	0	0	2	33	0	0	0	0	3
Vincent Jackson	TB	Car	0	0	0	0	0	0	0	0	0	0	4	36	0	0	0	0	3
Chris Givens	Stl	Min	0	0	0	0	0	0	1	4	0	0	2	30	0	0	0	0	3
Mike Evans	TB	Car	0	0	0	0	0	0	0	0	0	0	5	37	0	0	0	0	3
Jerricho Cotchery	Car	@TB	0	0	0	0	0	0	0	0	0	0	4	32	0	0	0	0	3
Mike Brown	Jac	@Phi	0	0	0	0	0	0	0	0	0	0	3	36	0	0	0	0	3
Justin Brown	Pit	Cle	0	0	0	0	0	0	0	0	0	0	3	38	0	0	0	0	3
Tavon Austin	Stl	Min	0	0	0	0	0	0	3	5	0	0	3	34	0	0	0	0	3
Keenan Allen	SD	@Ari	0	0	0	0	0	0	0	0	0	0	5	37	0	0	0	0	3
Kamar Aiken	Bal	Cin	0	0	0	0	0	0	0	0	0	0	4	30	0	0	0	0	3
Jarius Wright	Min	@Stl	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	0	2
Eddie Royal	SD	@Ari	0	0	0	0	0	0	2	-1	0	0	1	20	0	0	0	0	2
Andre Roberts	Was	@Hou	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	2
Jerrel Jernigan	NYG	@Det	0	0	0	0	0	0	1	-2	0	0	4	25	0	0	0	0	2
Santonio Holmes	Chi	Buf	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	2
Brian Hartline	Mia	NE	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Frankie Hammond	KC	Ten	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	2
Ted Ginn Jr.	Ari	SD	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	2
Larry Fitzgerald	Ari	SD	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	2
Victor Cruz	NYG	@Det	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	2
Michael Crabtree	SF	@Dal	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	0	2
Riley Cooper	Phi	Jac	0	0	0	0	0	0	0	0	0	0	4	29	0	0	0	0	2
Miles Austin	Cle	@Pit	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	2
Tim Wright	NE	@Mia	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	1
Brandon Tate	Cin	@Bal	0	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	1
Devin Street	Dal	SF	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Greg Salas	NYJ	Oak	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
David Nelson	NYJ	Oak	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	1
Jeff Maehl	Phi	Jac	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Jacoby Jones	Bal	Cin	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
Andre Caldwell	Den	Ind	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	1
Doug Baldwin	Sea	GB	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	1
Danny Amendola	NE	@Mia	0	0	0	0	0	0	0	0	0	0	3	16	0	0	0	0	1
