
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
LeSean McCoy	Phi	Jac	0	0	0	0	0	0	21	74	0	0	6	41	0	0	0	0	11
Carlos Hyde	SF	@Dal	0	0	0	0	0	0	7	50	1	0	0	0	0	0	0	0	11
Joique Bell	Det	NYG	0	0	0	0	0	0	15	51	1	0	1	5	0	0	0	0	11
Terrance West	Cle	@Pit	0	0	0	0	0	0	16	100	0	0	0	0	0	0	0	0	10
Arian Foster	Hou	Was	0	0	0	0	0	0	27	103	0	0	2	17	0	0	1	0	10
Giovani Bernard	Cin	@Bal	0	0	0	0	0	0	14	48	0	0	6	62	0	0	0	0	10
Jacquizz Rodgers	Atl	NO	0	0	0	0	0	0	6	34	1	0	1	1	0	0	0	0	9
Alfred Morris	Was	@Hou	0	0	0	0	0	0	14	91	0	0	0	0	0	0	0	0	9
Pierre Thomas	NO	@Atl	0	0	0	0	0	0	7	31	0	0	6	58	0	0	0	0	8
Stepfan Taylor	Ari	SD	0	0	0	0	0	0	1	5	0	0	3	21	1	0	0	0	8
Khiry Robinson	NO	@Atl	0	0	0	0	0	0	6	28	1	0	0	0	0	0	0	0	8
Adrian Peterson	Min	@Stl	0	0	0	0	0	0	21	75	0	0	2	18	0	0	0	0	8
Ahmad Bradshaw	Ind	@Den	0	0	0	0	0	0	3	15	0	0	5	70	0	0	0	0	8
DeAngelo Williams	Car	@TB	0	0	0	0	0	0	14	72	0	0	0	0	0	0	0	0	7
Fred Jackson	Buf	@Chi	0	0	0	0	0	0	7	61	0	0	3	13	0	0	0	0	7
Shonn Greene	Ten	@KC	0	0	0	0	0	0	15	71	0	0	0	0	0	0	0	0	7
Derrick Coleman	Sea	GB	0	0	0	0	0	0	0	0	0	0	1	15	1	0	0	0	7
Darrel Young	Was	@Hou	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	6
Bobby Rainey	TB	Car	0	0	0	0	0	0	4	12	0	0	2	8	1	0	1	0	6
John Kuhn	GB	@Sea	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	6
Frank Gore	SF	@Dal	0	0	0	0	0	0	16	66	0	0	0	0	0	0	0	0	6
Andre Ellington	Ari	SD	0	0	0	0	0	0	13	53	0	0	5	27	0	0	1	0	6
Anthony Dixon	Buf	@Chi	0	0	0	0	0	0	5	60	0	0	0	0	0	0	0	0	6
LeGarrette Blount	Pit	Cle	0	0	0	0	0	0	4	6	1	0	0	0	0	0	0	0	6
Trent Richardson	Ind	@Den	0	0	0	0	0	0	6	20	0	0	3	31	0	0	0	0	5
Jorvorskie Lane	TB	Car	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	0	5
Steven Jackson	Atl	NO	0	0	0	0	0	0	12	52	0	0	1	0	0	0	0	0	5
Roy Helu	Was	@Hou	0	0	0	0	0	0	4	46	0	0	2	15	0	0	0	0	5
Toby Gerhart	Jac	@Phi	0	0	0	0	0	0	17	42	0	0	2	15	0	0	0	0	5
Benny Cunningham	Stl	Min	0	0	0	0	0	0	5	21	0	0	4	30	0	0	0	0	5
Reggie Bush	Det	NYG	0	0	0	0	0	0	9	15	0	0	6	49	0	0	0	0	5
Ben Tate	Cle	@Pit	0	0	0	0	0	0	6	41	0	0	0	0	0	0	0	0	4
James Starks	GB	@Sea	0	0	0	0	0	0	7	37	0	0	2	11	0	0	0	0	4
Zac Stacy	Stl	Min	0	0	0	0	0	0	11	43	0	0	1	8	0	0	0	0	4
Eddie Lacy	GB	@Sea	0	0	0	0	0	0	12	34	0	0	3	11	0	0	0	0	4
Leon Washington	Ten	@KC	0	0	0	0	0	0	2	23	0	0	2	11	0	0	0	0	3
Jonathan Stewart	Car	@TB	0	0	0	0	0	0	9	20	0	0	3	17	0	0	0	0	3
Dexter McCluster	Ten	@KC	0	0	0	0	0	0	9	29	0	0	1	17	0	0	0	0	3
Robert Turbin	Sea	GB	0	0	0	0	0	0	6	27	0	0	0	0	0	0	0	0	2
Bishop Sankey	Ten	@KC	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	2
Stevan Ridley	NE	@Mia	0	0	0	0	0	0	8	21	0	0	2	7	0	0	0	0	2
Maurice Jones-Drew	Oak	@NYJ	0	0	0	0	0	0	9	11	0	0	2	12	0	0	0	0	2
Devonta Freeman	Atl	NO	0	0	0	0	0	0	2	15	0	0	2	18	0	0	0	0	2
Jonathan Dwyer	Ari	SD	0	0	0	0	0	0	7	20	0	0	2	8	0	0	0	0	2
Lance Dunbar	Dal	SF	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	2
Jamaal Charles	KC	Ten	0	0	0	0	0	0	7	19	0	0	4	15	0	0	0	0	2
C.J. Anderson	Den	Ind	0	0	0	0	0	0	4	27	0	0	0	0	0	0	0	0	2
Mike Tolbert	Car	@TB	0	0	0	0	0	0	7	11	0	0	2	6	0	0	0	0	1
Darren McFadden	Oak	@NYJ	0	0	0	0	0	0	4	15	0	0	1	6	0	0	0	0	1
Jeremy Hill	Cin	@Bal	0	0	0	0	0	0	4	19	0	0	0	0	0	0	0	0	1
Matt Asiata	Min	@Stl	0	0	0	0	0	0	2	10	0	0	1	5	0	0	0	0	1
