
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Torrey Smith	Bal	Car	0	0	0	0	0	0	0	0	0	0	2	53	1	0	0	0	11
Alshon Jeffery	Chi	GB	0	0	0	0	0	0	1	12	0	0	4	39	1	0	0	0	10
T.Y. Hilton	Ind	Ten	0	0	0	0	0	0	1	5	0	0	6	105	0	0	0	0	10
Eric Decker	NYJ	Det	0	0	0	0	0	0	0	0	0	0	4	48	1	0	0	0	10
Victor Cruz	NYG	@Was	0	0	0	0	0	0	0	0	0	0	6	108	0	0	0	0	10
Dez Bryant	Dal	NO	0	0	0	0	0	0	0	0	0	0	3	44	1	0	0	0	10
Sammy Watkins	Buf	@Hou	0	0	0	0	0	0	0	0	0	0	4	30	1	0	0	0	9
Mike Wallace	Mia	@Oak	0	0	0	0	0	0	1	0	0	0	3	35	1	0	0	0	9
Louis Murphy	TB	@Pit	0	0	0	0	0	0	0	0	0	0	6	99	0	0	0	0	9
Vincent Jackson	TB	@Pit	0	0	0	0	0	0	0	0	0	0	3	32	1	0	0	0	9
Malcom Floyd	SD	Jac	0	0	0	0	0	0	0	0	0	0	3	39	1	0	0	0	9
Rueben Randle	NYG	@Was	0	0	0	0	0	0	0	0	0	0	8	89	0	0	0	0	8
Julio Jones	Atl	@Min	0	0	0	0	0	0	0	0	0	0	6	82	0	0	0	0	8
James Jones	Oak	Mia	0	0	0	0	0	0	0	0	0	0	6	83	0	0	0	0	8
Jerricho Cotchery	Car	@Bal	0	0	0	0	0	0	0	0	0	0	5	80	0	0	0	0	8
Dwayne Bowe	KC	NE	0	0	0	0	0	0	0	0	0	0	5	81	0	0	0	0	8
Andre Roberts	Was	NYG	0	0	0	0	0	0	1	2	0	0	1	18	1	0	0	0	7
Brandon Marshall	Chi	GB	0	0	0	0	0	0	0	0	0	0	2	19	1	0	0	0	7
Steve Johnson	SF	Phi	0	0	0	0	0	0	0	0	0	0	1	12	1	0	0	0	7
Greg Jennings	Min	Atl	0	0	0	0	0	0	0	0	0	0	3	72	0	0	0	0	7
Brian Hartline	Mia	@Oak	0	0	0	0	0	0	0	0	0	0	6	74	0	0	0	0	7
Kenny Stills	NO	@Dal	0	0	0	0	0	0	0	0	0	0	2	62	0	0	0	0	6
Greg Salas	NYJ	Det	0	0	0	0	0	0	0	0	0	0	2	60	0	0	0	0	6
Niles Paul	Was	NYG	0	0	0	0	0	0	0	0	0	0	3	60	0	0	0	0	6
Andre Johnson	Hou	Buf	0	0	0	0	0	0	0	0	0	0	6	71	0	0	1	0	6
Allen Hurns	Jac	@SD	0	0	0	0	0	0	0	0	0	0	5	68	0	0	0	0	6
Anquan Boldin	SF	Phi	0	0	0	0	0	0	0	0	0	0	5	62	0	0	0	0	6
Markus Wheaton	Pit	TB	0	0	0	0	0	0	1	-7	0	0	4	57	0	0	0	0	5
Jeremy Maclin	Phi	@SF	0	0	0	0	0	0	0	0	0	0	4	57	0	0	0	0	5
Marques Colston	NO	@Dal	0	0	0	0	0	0	0	0	0	0	5	50	0	0	0	0	5
Kendall Wright	Ten	@Ind	0	0	0	0	0	0	0	0	0	0	5	55	0	0	1	0	4
Michael Crabtree	SF	Phi	0	0	0	0	0	0	0	0	0	0	5	43	0	0	0	0	4
Riley Cooper	Phi	@SF	0	0	0	0	0	0	0	0	0	0	6	54	0	0	1	0	4
Donnie Avery	KC	NE	0	0	0	0	0	0	0	0	0	0	2	46	0	0	0	0	4
Russell Shepard	TB	@Pit	0	0	0	0	0	0	0	0	0	0	2	30	0	0	0	0	3
Allen Robinson	Jac	@SD	0	0	0	0	0	0	0	0	0	0	5	38	0	0	0	0	3
Cordarrelle Patterson	Min	Atl	0	0	0	0	0	0	0	0	0	0	2	38	0	0	0	0	3
Brandin Cooks	NO	@Dal	0	0	0	0	0	0	0	0	0	0	5	31	0	0	0	0	3
Brice Butler	Oak	Mia	0	0	0	0	0	0	0	0	0	0	2	30	0	0	0	0	3
Philly Brown	Car	@Bal	0	0	0	0	0	0	0	0	0	0	2	35	0	0	0	0	3
Marlon Brown	Bal	Car	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	3
Nate Washington	Ten	@Ind	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	2
Cecil Shorts	Jac	@SD	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	0	2
Denard Robinson	Jac	@SD	0	0	0	0	0	0	9	25	0	0	3	7	0	0	0	0	2
Preston Parker	NYG	@Was	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	0	2
Josh Morgan	Chi	GB	0	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	2
Rishard Matthews	Mia	@Oak	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0	0	2
Jordan Matthews	Phi	@SF	0	0	0	0	0	0	0	0	0	0	4	28	0	0	0	0	2
Brandon Lloyd	SF	Phi	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	2
Jarvis Landry	Mia	@Oak	0	0	0	0	0	0	0	0	0	0	4	38	0	0	1	0	2
Brandon Gibson	Mia	@Oak	0	0	0	0	0	0	0	0	0	0	2	26	0	0	0	0	2
Pierre Garcon	Was	NYG	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	2
Julian Edelman	NE	@KC	0	0	0	0	0	0	0	0	0	0	4	23	0	0	0	0	2
Ryan Broyles	Det	@NYJ	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	2
Vincent Brown	Oak	Mia	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0	2
Jason Avant	Car	@Bal	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	2
Kamar Aiken	Bal	Car	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	2
Robert Woods	Buf	@Hou	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	1
Brad Smith	Phi	@SF	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Solomon Patton	TB	@Pit	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	1
Hakeem Nicks	Ind	Ten	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Lance Moore	Pit	TB	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Donte Moncrief	Ind	Ten	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	1
Damaris Johnson	Hou	Buf	0	0	0	0	0	0	1	8	0	0	1	10	0	0	0	0	1
Calvin Johnson	Det	@NYJ	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Justin Hunter	Ten	@Ind	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Dwayne Harris	Dal	NO	0	0	0	0	0	0	1	-1	0	0	2	18	0	0	0	0	1
Bruce Ellington	SF	Phi	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	1
Derek Carrier	SF	Phi	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1
Mike Brown	Jac	@SD	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Brenton Bersin	Car	@Bal	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Cole Beasley	Dal	NO	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	1
David Ausberry	Oak	Mia	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	1
Davante Adams	GB	@Chi	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
