
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Jeremy Hill	Cin	Jac	0	0	0	0	0	0	24	154	2	0	1	9	0	0	0	0	27
Marshawn Lynch	Sea	Oak	0	0	0	0	0	0	21	67	2	0	5	76	0	0	0	0	25
Matt Asiata	Min	Was	0	0	0	0	0	0	10	26	3	1	4	31	0	0	0	0	25
Mark Ingram	NO	@Car	0	0	0	0	0	0	30	100	2	0	1	10	0	0	0	0	23
Alfred Morris	Was	@Min	0	0	0	0	0	0	19	92	2	0	2	17	0	0	0	0	22
Andre Ellington	Ari	@Dal	0	0	0	0	0	0	21	95	0	0	4	39	1	0	0	0	18
Ronnie Hillman	Den	@NE	0	0	0	0	0	0	10	16	1	0	7	47	1	0	0	0	17
Arian Foster	Hou	Phi	0	0	0	0	0	0	15	56	0	0	2	63	1	0	0	0	17
Jamaal Charles	KC	NYJ	0	0	0	0	0	0	20	78	1	0	2	10	0	0	0	0	14
Shane Vereen	NE	Den	0	0	0	0	0	0	11	29	0	0	5	38	1	0	0	0	11
Bobby Rainey	TB	@Cle	0	0	0	0	0	0	19	87	0	0	1	34	0	0	0	0	11
Chris Polk	Phi	@Hou	0	0	0	0	0	0	8	50	1	0	0	0	0	0	0	0	11
LeSean McCoy	Phi	@Hou	0	0	0	0	0	0	24	117	0	0	1	6	0	0	0	0	11
Le'Veon Bell	Pit	Bal	0	0	0	0	0	0	10	20	0	0	5	38	1	0	0	0	11
Andre Williams	NYG	Ind	0	0	0	0	0	0	12	22	1	0	1	24	0	0	0	0	10
Terrance West	Cle	TB	0	0	0	0	0	0	15	48	0	0	1	2	1	0	0	0	10
Lamar Miller	Mia	SD	0	0	0	0	0	0	11	49	1	0	1	8	0	0	0	0	10
Chris Johnson	NYJ	@KC	0	0	0	0	0	0	11	69	0	0	2	32	0	0	0	0	9
Justin Forsett	Bal	@Pit	0	0	0	0	0	0	9	38	0	0	5	67	0	0	0	0	9
DeMarco Murray	Dal	Ari	0	0	0	0	0	0	19	79	0	0	4	11	0	0	0	0	8
Peyton Hillis	NYG	Ind	0	0	0	0	0	0	4	20	0	0	5	50	0	0	0	0	7
Marion Grice	Ari	@Dal	0	0	0	0	0	0	5	12	1	0	0	0	0	0	0	0	7
Ahmad Bradshaw	Ind	@NYG	0	0	0	0	0	0	7	50	0	0	3	29	0	0	0	0	7
Jerick McKinnon	Min	Was	0	0	0	0	0	0	14	54	0	0	3	14	0	0	0	0	6
Darren McFadden	Oak	@Sea	0	0	0	0	0	0	13	20	0	0	4	47	0	0	0	0	6
Tre Mason	Stl	@SF	0	0	0	0	0	0	19	65	0	0	1	-8	0	0	0	0	6
DeAngelo Williams	Car	NO	0	0	0	0	0	0	7	20	0	0	1	30	0	0	0	0	5
Darren Sproles	Phi	@Hou	0	0	0	0	0	0	3	17	0	0	4	46	0	0	0	0	5
Toby Gerhart	Jac	@Cin	0	0	0	0	0	0	3	19	0	0	3	49	0	0	0	0	5
Lance Dunbar	Dal	Ari	0	0	0	0	0	0	3	9	0	0	2	52	0	0	0	0	5
Damien Williams	Mia	SD	0	0	0	0	0	0	11	28	0	0	2	23	0	0	0	0	4
Robert Turbin	Sea	Oak	0	0	0	0	0	0	5	35	0	0	1	14	0	0	0	0	4
Lorenzo Taliaferro	Bal	@Pit	0	0	0	0	0	0	7	21	0	0	3	34	0	0	1	0	4
Jonathan Stewart	Car	NO	0	0	0	0	0	0	8	46	0	0	0	0	0	0	0	0	4
Roy Helu	Was	@Min	0	0	0	0	0	0	3	6	0	0	4	46	0	0	0	0	4
Frank Gore	SF	Stl	0	0	0	0	0	0	14	49	0	0	1	9	0	0	0	0	4
Benny Cunningham	Stl	@SF	0	0	0	0	0	0	4	10	0	0	3	38	0	0	0	0	4
C.J. Anderson	Den	@NE	0	0	0	0	0	0	3	18	0	0	3	33	0	0	0	0	4
Trent Richardson	Ind	@NYG	0	0	0	0	0	0	7	33	0	0	2	9	0	0	0	0	3
Jonas Gray	NE	Den	0	0	0	0	0	0	12	33	0	0	0	0	0	0	0	0	3
De'Anthony Thomas	KC	NYJ	0	0	0	0	0	0	1	26	0	0	1	5	0	0	0	0	2
Ben Tate	Cle	TB	0	0	0	0	0	0	10	3	0	0	4	29	0	0	0	0	2
Bilal Powell	NYJ	@KC	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	2
Cedric Peerman	Cin	Jac	0	0	0	0	0	0	5	9	0	0	2	22	0	0	0	0	2
Chris Ivory	NYJ	@KC	0	0	0	0	0	0	8	22	0	0	0	0	0	0	0	0	2
Michael Cox	NYG	Ind	0	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	2
Travaris Cadet	NO	@Car	0	0	0	0	0	0	2	1	0	0	3	29	0	0	0	0	2
Donald Brown	SD	@Mia	0	0	0	0	0	0	4	23	0	0	1	6	0	0	0	0	2
LeGarrette Blount	Pit	Bal	0	0	0	0	0	0	10	23	0	0	0	0	0	0	0	0	2
Daniel Thomas	Mia	SD	0	0	0	0	0	0	9	8	0	0	2	14	0	0	0	0	1
Branden Oliver	SD	@Mia	0	0	0	0	0	0	13	19	0	0	1	7	0	0	0	0	1
Latavius Murray	Oak	@Sea	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Christine Michael	Sea	Oak	0	0	0	0	0	0	4	16	0	0	0	0	0	0	0	0	1
Kyle Juszczyk	Bal	@Pit	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1
Maurice Jones-Drew	Oak	@Sea	0	0	0	0	0	0	2	-2	0	0	1	11	0	0	0	0	1
Carlos Hyde	SF	Stl	0	0	0	0	0	0	2	17	0	0	1	5	0	0	0	0	1
Robert Hughes	Ari	@Dal	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	1
Dan Herron	Ind	@NYG	0	0	0	0	0	0	8	10	0	0	1	4	0	0	0	0	1
James Develin	NE	Den	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	1
Rex Burkhead	Cin	Jac	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1
Alfred Blue	Hou	Phi	0	0	0	0	0	0	7	13	0	0	1	-3	0	0	0	0	1
