
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Terrance Williams	Dal	@Stl	0	0	0	0	0	0	0	0	0	0	2	32	1	0	0	0	9
Cecil Shorts	Jac	Ind	0	0	0	0	0	0	0	0	0	0	5	35	1	0	0	0	9
Ricardo Lockette	Sea	Den	0	0	0	0	0	0	0	0	0	0	1	39	1	0	0	0	9
Malcom Floyd	SD	@Buf	0	0	0	0	0	0	0	0	0	0	2	98	0	0	0	0	9
Mike Wallace	Mia	KC	0	0	0	0	0	0	1	12	0	0	5	74	0	0	0	0	8
Austin Pettis	Stl	Dal	0	0	0	0	0	0	0	0	0	0	3	28	1	0	0	0	8
Calvin Johnson	Det	GB	0	0	0	0	0	0	0	0	0	0	6	82	0	0	0	0	8
T.Y. Hilton	Ind	@Jac	0	0	0	0	0	0	0	0	0	0	5	80	0	0	0	0	8
Andrew Hawkins	Cle	Bal	0	0	0	0	0	0	0	0	0	0	7	87	0	0	0	0	8
Brian Hartline	Mia	KC	0	0	0	0	0	0	0	0	0	0	3	25	1	0	0	0	8
Taylor Gabriel	Cle	Bal	0	0	0	0	0	0	2	-2	0	0	2	81	0	0	0	0	8
Julian Edelman	NE	Oak	0	0	0	0	0	0	1	5	0	0	10	84	0	0	0	0	8
Marques Colston	NO	Min	0	0	0	0	0	0	0	0	0	0	2	25	1	0	0	0	8
Allen Robinson	Jac	Ind	0	0	0	0	0	0	0	0	0	0	7	79	0	0	0	0	7
Greg Jennings	Min	@NO	0	0	0	0	0	0	0	0	0	0	5	70	0	0	0	0	7
Vincent Jackson	TB	@Atl	0	0	0	0	0	0	0	0	0	0	2	15	1	0	0	0	7
Harry Douglas	Atl	TB	0	0	0	0	0	0	0	0	0	0	2	14	1	0	0	0	7
Brandin Cooks	NO	Min	0	0	0	0	0	0	0	0	0	0	8	74	0	0	0	0	7
Wes Welker	Den	@Sea	0	0	0	0	0	0	0	0	0	0	6	60	0	0	0	0	6
Eric Weems	Atl	TB	0	0	0	0	0	0	0	0	0	0	4	69	0	0	0	0	6
Reggie Wayne	Ind	@Jac	0	0	0	0	0	0	0	0	0	0	4	62	0	0	0	0	6
Niles Paul	Was	@Phi	0	0	0	0	0	0	0	0	0	0	6	68	0	0	0	0	6
Cordarrelle Patterson	Min	@NO	0	0	0	0	0	0	1	-7	0	0	4	61	0	0	0	0	6
Kenny Britt	Stl	Dal	0	0	0	0	0	0	1	2	0	0	5	69	0	0	0	0	6
Demaryius Thomas	Den	@Sea	0	0	0	0	0	0	0	0	0	0	4	31	0	1	0	0	5
Golden Tate	Det	GB	0	0	0	0	0	0	0	0	0	0	5	51	0	0	0	0	5
Greg Salas	NYJ	Chi	0	0	0	0	0	0	0	0	0	0	2	56	0	0	0	0	5
Jordy Nelson	GB	@Det	0	0	0	0	0	0	0	0	0	0	5	59	0	0	0	0	5
Donte Moncrief	Ind	@Jac	0	0	0	0	0	0	1	7	0	0	4	55	0	0	0	0	5
Corey Fuller	Det	GB	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0	5
Mike Evans	TB	@Atl	0	0	0	0	0	0	0	0	0	0	4	52	0	0	0	0	5
Philly Brown	Car	Pit	0	0	0	0	0	0	0	0	0	0	7	66	0	0	1	0	5
Doug Baldwin	Sea	Den	0	0	0	0	0	0	0	0	0	0	4	56	0	0	0	0	5
Kendall Wright	Ten	@Cin	0	0	0	0	0	0	0	0	0	0	5	44	0	0	0	0	4
Brandon LaFell	NE	Oak	0	0	0	0	0	0	0	0	0	0	4	46	0	0	0	0	4
James Jones	Oak	@NE	0	0	0	0	0	0	0	0	0	0	3	43	0	0	0	0	4
Percy Harvin	Sea	Den	0	0	0	0	0	0	0	0	0	0	7	42	0	0	0	0	4
Travis Benjamin	Cle	Bal	0	0	0	0	0	0	1	-2	0	0	1	43	0	0	0	0	4
Markus Wheaton	Pit	@Car	0	0	0	0	0	0	0	0	0	0	4	35	0	0	0	0	3
Rod Streater	Oak	@NE	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	3
Kenny Stills	NO	Min	0	0	0	0	0	0	0	0	0	0	4	38	0	0	0	0	3
Denard Robinson	Jac	Ind	0	0	0	0	0	0	8	33	0	0	0	0	0	0	0	0	3
Andre Roberts	Was	@Phi	0	0	0	0	0	0	0	0	0	0	4	38	0	0	0	0	3
Preston Parker	NYG	Hou	0	0	0	0	0	0	0	0	0	0	3	33	0	0	0	0	3
Justin Hunter	Ten	@Cin	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	3
Riley Cooper	Phi	Was	0	0	0	0	0	0	0	0	0	0	4	34	0	0	0	0	3
Dwayne Bowe	KC	@Mia	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	3
Anquan Boldin	SF	@Ari	0	0	0	0	0	0	0	0	0	0	6	36	0	0	0	0	3
Tim Wright	NE	Oak	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	2
Bryan Walters	Sea	Den	0	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	2
Torrey Smith	Bal	@Cle	0	0	0	0	0	0	0	0	0	0	2	25	0	0	0	0	2
Jeremy Ross	Det	GB	0	0	0	0	0	0	1	-5	0	0	3	20	0	0	0	0	2
Rueben Randle	NYG	Hou	0	0	0	0	0	0	0	0	0	0	5	27	0	0	0	0	2
Denarius Moore	Oak	@NE	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0	0	2
Robert Meachem	NO	Min	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	0	2
Jarvis Landry	Mia	KC	0	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	2
Jermaine Kearse	Sea	Den	1	1	17	0	0	0	0	0	0	0	2	22	0	0	0	0	2
Andre Johnson	Hou	@NYG	0	0	0	0	0	0	0	0	0	0	4	24	0	0	0	0	2
Andre Holmes	Oak	@NE	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	2
Larry Fitzgerald	Ari	SF	0	0	0	0	0	0	0	0	0	0	3	34	0	0	1	0	2
Randall Cobb	GB	@Det	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	0	2
Derek Carrier	SF	@Ari	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	0	2
Brenton Bersin	Car	Pit	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	2
Robert Woods	Buf	SD	0	0	0	0	0	0	0	0	0	0	3	19	0	0	0	0	1
Mike Williams	Buf	SD	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	1
Sammy Watkins	Buf	SD	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	1
Kenbrell Thompkins	NE	Oak	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Brandon Tate	Cin	Ten	0	0	0	0	0	0	1	12	0	0	1	5	0	0	0	0	1
Courtney Roby	Atl	TB	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Marcel Reece	Oak	@NE	0	0	0	0	0	0	1	7	0	0	3	19	0	0	0	0	1
David Nelson	NYJ	Chi	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	1
Rishard Matthews	Mia	KC	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	1
Keshawn Martin	Hou	@NYG	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	1
Jeff Maehl	Phi	Was	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	1
Junior Hemingway	KC	@Mia	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	1
Eric Decker	NYJ	Chi	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	1
Jeff Cumberland	NYJ	Chi	0	0	0	0	0	0	0	0	0	0	3	18	0	0	0	0	1
Marlon Brown	Bal	@Cle	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	1
Justin Brown	Pit	@Car	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1
Jarrett Boykin	GB	@Det	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1
Donnie Avery	KC	@Mia	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Jason Avant	Car	Pit	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1
Keenan Allen	SD	@Buf	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	1
Davante Adams	GB	@Det	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	1
