
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Julio Jones	Atl	TB	0	0	0	0	0	0	0	0	0	0	9	161	2	0	0	0	28
Jeremy Maclin	Phi	Was	0	0	0	0	0	0	0	0	0	0	8	154	1	0	0	0	21
Antonio Brown	Pit	@Car	0	0	0	0	0	0	0	0	0	0	10	90	2	0	0	0	21
Pierre Garcon	Was	@Phi	0	0	0	0	0	0	0	0	0	0	11	138	1	0	0	0	19
Jordan Matthews	Phi	Was	0	0	0	0	0	0	0	0	0	0	8	59	2	0	0	0	17
DeSean Jackson	Was	@Phi	0	0	0	0	0	0	0	0	0	0	5	117	1	0	0	0	17
John Brown	Ari	SF	0	0	0	0	0	0	0	0	0	0	4	52	2	0	0	0	17
Kelvin Benjamin	Car	Pit	0	0	0	0	0	0	0	0	0	0	8	115	1	0	0	0	17
Eddie Royal	SD	@Buf	0	0	0	0	0	0	0	0	0	0	4	42	2	0	0	0	16
Victor Cruz	NYG	Hou	0	0	0	0	0	0	0	0	0	0	5	107	1	0	0	0	16
Emmanuel Sanders	Den	@Sea	0	0	0	0	0	0	0	0	0	0	11	149	0	0	0	0	14
Jeremy Kerley	NYJ	Chi	0	0	0	0	0	0	0	0	0	0	7	81	1	0	0	0	14
Michael Crabtree	SF	@Ari	0	0	0	0	0	0	1	4	0	0	10	80	1	0	0	0	14
Dez Bryant	Dal	@Stl	0	0	0	0	0	0	0	0	0	0	6	89	1	0	0	0	14
Brian Quick	Stl	Dal	0	0	0	0	0	0	0	0	0	0	2	62	1	0	0	0	12
Allen Hurns	Jac	Ind	0	0	0	0	0	0	0	0	0	0	1	63	1	0	0	0	12
Hakeem Nicks	Ind	@Jac	0	0	0	0	0	0	0	0	0	0	4	50	1	0	0	0	11
Damaris Johnson	Hou	@NYG	0	0	0	0	0	0	1	0	0	0	2	56	1	0	0	0	11
Alshon Jeffery	Chi	@NYJ	0	0	0	0	0	0	2	13	0	0	8	105	0	0	0	0	11
DeAndre Hopkins	Hou	@NYG	0	0	0	0	0	0	0	0	0	0	6	116	0	0	0	0	11
Michael Floyd	Ari	SF	0	0	0	0	0	0	0	0	0	0	5	114	0	0	0	0	11
Miles Austin	Cle	Bal	0	0	0	0	0	0	0	0	0	0	6	51	1	0	0	0	11
Steve Smith	Bal	@Cle	0	0	0	0	0	0	0	0	0	0	5	101	0	0	0	0	10
Mohamed Sanu	Cin	Ten	1	1	18	1	0	0	0	0	0	0	5	44	0	0	0	0	10
Steve Johnson	SF	@Ari	0	0	0	0	0	0	0	0	0	0	9	103	0	0	0	0	10
A.J. Green	Cin	Ten	0	0	0	0	0	0	0	0	0	0	6	102	0	0	0	0	10
