
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Ronnie Brown	SD	@Oak	0	0	0	0	0	0	2	2	0	0	1	24	0	0	0	0	2
Alfred Blue	Hou	Ind	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	0	2
LeGarrette Blount	Pit	@Cle	0	0	0	0	0	0	8	27	0	0	0	0	0	0	0	0	2
Dri Archer	Pit	@Cle	0	0	0	0	0	0	3	24	0	0	1	0	0	0	0	0	2
George Winn	Det	@Min	0	0	0	0	0	0	5	16	0	0	0	0	0	0	0	0	1
Leon Washington	Ten	Jac	0	0	0	0	0	0	1	1	0	0	1	11	0	0	0	0	1
Robert Turbin	Sea	Dal	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	1
Stepfan Taylor	Ari	Was	0	0	0	0	0	0	3	10	0	0	1	0	0	0	0	0	1
Darrin Reaves	Car	@Cin	0	0	0	0	0	0	8	15	0	0	1	4	0	0	0	0	1
Knowshon Moreno	Mia	GB	0	0	0	0	0	0	6	10	0	0	1	8	0	0	0	0	1
John Kuhn	GB	@Mia	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	1
Chris Ivory	NYJ	Den	0	0	0	0	0	0	8	7	0	0	1	14	0	0	0	0	1
Carlos Hyde	SF	@Stl	0	0	0	0	0	0	11	14	0	0	1	1	0	0	0	0	1
Ka'Deem Carey	Chi	@Atl	0	0	0	0	0	0	4	19	0	0	0	0	0	0	0	0	1
Brandon Bolden	NE	@Buf	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	1
Matt Asiata	Min	Det	0	0	0	0	0	0	2	-5	0	0	1	18	0	0	0	0	1
