
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
T.Y. Hilton	Ind	@Hou	0	0	0	0	0	0	0	0	0	0	9	223	1	0	0	0	28
Andre Holmes	Oak	SD	0	0	0	0	0	0	0	0	0	0	4	121	2	0	0	0	24
Brandon LaFell	NE	@Buf	0	0	0	0	0	0	0	0	0	0	4	97	2	0	0	0	21
Demaryius Thomas	Den	@NYJ	0	0	0	0	0	0	0	0	0	0	10	124	1	0	0	0	18
Mohamed Sanu	Cin	Car	0	0	0	0	0	0	0	0	0	0	10	120	1	0	0	0	18
Torrey Smith	Bal	@TB	0	0	0	0	0	0	0	0	0	0	4	51	2	0	0	0	17
Steve Smith	Bal	@TB	0	0	0	0	0	0	0	0	0	0	5	110	1	0	0	0	17
DeSean Jackson	Was	@Ari	0	0	0	0	0	0	1	5	0	0	3	115	1	0	0	0	17
Jordy Nelson	GB	@Mia	0	0	0	0	0	0	0	0	0	0	9	107	1	0	0	0	16
Malcom Floyd	SD	@Oak	0	0	0	0	0	0	0	0	0	0	5	103	1	0	0	0	16
Robert Woods	Buf	NE	0	0	0	0	0	0	0	0	0	0	7	78	1	1	0	0	15
Larry Fitzgerald	Ari	Was	0	0	0	0	0	0	0	0	0	0	6	98	1	0	0	0	15
Anquan Boldin	SF	@Stl	0	0	0	0	0	0	0	0	0	0	7	94	1	0	0	0	15
Brandon Lloyd	SF	@Stl	0	0	0	0	0	0	0	0	0	0	1	80	1	0	0	0	14
Andre Johnson	Hou	Ind	0	0	0	0	0	0	0	0	0	0	7	99	1	0	1	0	14
Louis Murphy	TB	Bal	0	0	0	0	0	0	0	0	0	0	7	72	1	0	0	0	13
Jarvis Landry	Mia	GB	0	0	0	0	0	0	0	0	0	0	6	75	1	0	0	0	13
Alshon Jeffery	Chi	@Atl	0	0	0	0	0	0	2	0	0	0	5	136	0	0	0	0	13
Chris Hogan	Buf	NE	0	0	0	0	0	0	0	0	0	0	5	72	1	0	0	0	13
Mike Wallace	Mia	GB	0	0	0	0	0	0	0	0	0	0	5	67	1	0	0	0	12
Brice Butler	Oak	SD	0	0	0	0	0	0	0	0	0	0	3	64	1	0	0	0	12
Brandon Marshall	Chi	@Atl	0	0	0	0	0	0	0	0	0	0	6	113	0	0	0	0	11
James Jones	Oak	SD	0	0	0	0	0	0	0	0	0	0	5	56	1	0	0	0	11
Mike Evans	TB	Bal	0	0	0	0	0	0	0	0	0	0	4	55	1	0	0	0	11
Eric Decker	NYJ	Den	0	0	0	0	0	0	0	0	0	0	6	54	1	0	0	0	11
Randall Cobb	GB	@Mia	0	0	0	0	0	0	1	1	0	0	5	58	1	0	0	0	11
Antonio Brown	Pit	@Cle	0	0	0	0	0	0	1	-2	0	0	7	118	0	0	0	0	11
Brian Tyms	NE	@Buf	0	0	0	0	0	0	0	0	0	0	1	43	1	0	0	0	10
Eddie Royal	SD	@Oak	0	0	0	0	0	0	0	0	0	0	2	49	1	0	0	0	10
Michael Floyd	Ari	Was	0	0	0	0	0	0	0	0	0	0	4	47	1	0	0	0	10
Julian Edelman	NE	@Buf	0	0	0	0	0	0	1	10	0	0	9	91	0	0	0	0	10
Michael Crabtree	SF	@Stl	0	0	0	0	0	0	0	0	0	0	3	49	1	0	0	0	10
Kelvin Benjamin	Car	@Cin	0	0	0	0	0	0	0	0	0	0	7	49	1	0	0	0	10
Brandon Tate	Cin	Car	0	0	0	0	0	0	1	9	0	0	4	38	1	0	0	0	9
Cecil Shorts	Jac	@Ten	0	0	0	0	0	0	0	0	0	0	10	103	0	0	1	0	9
Pierre Garcon	Was	@Ari	0	0	0	0	0	0	0	0	0	0	4	31	1	0	0	0	9
Lance Moore	Pit	@Cle	0	0	0	0	0	0	0	0	0	0	1	26	1	0	0	0	8
Michael Campanaro	Bal	@TB	0	0	0	0	0	0	0	0	0	0	2	28	1	0	0	0	8
Kamar Aiken	Bal	@TB	0	0	0	0	0	0	0	0	0	0	2	20	1	0	0	0	8
Terrance Williams	Dal	@Sea	0	0	0	0	0	0	0	0	0	0	2	70	0	0	0	0	7
Justin Hunter	Ten	Jac	0	0	0	0	0	0	0	0	0	0	3	77	0	0	0	0	7
Davante Adams	GB	@Mia	0	0	0	0	0	0	0	0	0	0	6	77	0	0	0	0	7
Tim Wright	NE	@Buf	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6
Allen Robinson	Jac	@Ten	0	0	0	0	0	0	0	0	0	0	8	68	0	0	0	0	6
Josh Morgan	Chi	@Atl	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	6
Jermaine Kearse	Sea	Dal	0	0	0	0	0	0	0	0	0	0	3	62	0	0	0	0	6
Julio Jones	Atl	Chi	0	0	0	0	0	0	1	1	0	0	4	68	0	0	0	0	6
Damaris Johnson	Hou	Ind	0	0	0	0	0	0	0	0	0	0	3	62	0	0	0	0	6
Vincent Jackson	TB	Bal	0	0	0	0	0	0	0	0	0	0	4	66	0	0	0	0	6
Dez Bryant	Dal	@Sea	0	0	0	0	0	0	0	0	0	0	4	63	0	0	0	0	6
Rueben Randle	NYG	@Phi	0	0	0	0	0	0	0	0	0	0	5	58	0	0	0	0	5
Jordan Matthews	Phi	NYG	0	0	0	0	0	0	0	0	0	0	4	50	0	0	0	0	5
Steve Johnson	SF	@Stl	0	0	0	0	0	0	0	0	0	0	5	53	0	0	0	0	5
Jerricho Cotchery	Car	@Cin	0	0	0	0	0	0	0	0	0	0	4	58	0	0	0	0	5
Riley Cooper	Phi	NYG	0	0	0	0	0	0	0	0	0	0	5	59	0	0	0	0	5
Roddy White	Atl	Chi	0	0	0	0	0	0	0	0	0	0	3	40	0	0	0	0	4
Golden Tate	Det	@Min	0	0	0	0	0	0	0	0	0	0	7	44	0	0	0	0	4
Dane Sanzenbacher	Cin	Car	0	0	0	0	0	0	0	0	0	0	4	40	0	0	0	0	4
Andre Roberts	Was	@Ari	0	0	0	0	0	0	0	0	0	0	5	55	0	0	1	0	4
John Brown	Ari	Was	0	0	0	0	0	0	0	0	0	0	4	43	0	0	0	0	4
Jason Avant	Car	@Cin	0	0	0	0	0	0	0	0	0	0	5	47	0	0	0	0	4
Tavon Austin	Stl	SF	0	0	0	0	0	0	3	16	0	0	4	35	0	0	0	0	4
Jarius Wright	Min	Det	0	0	0	0	0	0	1	21	0	0	4	17	0	0	0	0	3
Markus Wheaton	Pit	@Cle	0	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	3
Reggie Wayne	Ind	@Hou	0	0	0	0	0	0	0	0	0	0	4	35	0	0	0	0	3
Emmanuel Sanders	Den	@NYJ	0	0	0	0	0	0	0	0	0	0	3	38	0	0	0	0	3
Denard Robinson	Jac	@Ten	0	0	0	0	0	0	5	22	0	0	3	14	0	0	0	0	3
Greg Jennings	Min	Det	0	0	0	0	0	0	0	0	0	0	3	33	0	0	0	0	3
Robert Herron	TB	Bal	0	0	0	0	0	0	0	0	0	0	2	31	0	0	0	0	3
Kenny Britt	Stl	SF	0	0	0	0	0	0	0	0	0	0	3	39	0	0	0	0	3
Travis Benjamin	Cle	Pit	0	0	0	0	0	0	1	3	0	0	1	31	0	0	0	0	3
Doug Baldwin	Sea	Dal	0	0	0	0	0	0	0	0	0	0	2	32	0	0	0	0	3
James Wright	Cin	Car	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	2
