
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts
Demaryius Thomas	Den	SF	0	0	0	0	0	0	0	0	0	0	8	171	2	0	0	0	29
Sammy Watkins	Buf	Min	0	0	0	0	0	0	0	0	0	0	9	122	2	0	0	0	24
Golden Tate	Det	NO	0	0	0	0	0	0	0	0	0	0	10	154	1	0	0	0	21
Denard Robinson	Jac	Cle	0	0	0	0	0	0	22	127	1	0	0	0	0	0	0	0	18
Randall Cobb	GB	Car	0	0	0	0	0	0	1	2	0	0	6	121	1	0	0	0	18
Doug Baldwin	Sea	@Stl	0	0	0	0	0	0	0	0	0	0	7	123	1	0	0	0	18
Roddy White	Atl	@Bal	0	0	0	0	0	0	0	0	0	0	9	100	1	0	0	0	16
Kenny Stills	NO	@Det	0	0	0	0	0	0	0	0	0	0	5	103	1	0	0	0	16
Odell Beckham	NYG	@Dal	0	0	0	0	0	0	1	13	0	0	4	34	2	0	0	0	16
Dez Bryant	Dal	NYG	0	0	0	0	0	0	0	0	0	0	9	151	0	0	0	0	15
Antonio Brown	Pit	Hou	1	1	3	1	0	0	0	0	0	0	9	90	0	0	0	0	15
Torrey Smith	Bal	Atl	0	0	0	0	0	0	0	0	0	0	3	81	1	0	0	0	14
Jordy Nelson	GB	Car	0	0	0	0	0	0	0	0	0	0	4	80	1	0	0	0	14
Pierre Garcon	Was	Ten	0	0	0	0	0	0	0	0	0	0	5	87	1	0	0	0	14
Steve Johnson	SF	@Den	0	0	0	0	0	0	0	0	0	0	5	79	1	0	0	0	13
Kendall Wright	Ten	@Was	0	0	0	0	0	0	0	0	0	0	6	68	1	0	0	0	12
Allen Robinson	Jac	Cle	0	0	0	0	0	0	0	0	0	0	4	60	1	0	0	0	12
Kelvin Benjamin	Car	@GB	0	0	0	0	0	0	0	0	0	0	3	61	1	0	0	0	12
Wes Welker	Den	SF	0	0	0	0	0	0	0	0	0	0	3	50	1	0	0	0	11
Andrew Hawkins	Cle	@Jac	0	0	0	0	0	0	1	8	0	0	5	112	0	0	0	0	11
Jeff Cumberland	NYJ	@NE	0	0	0	0	0	0	0	0	0	0	3	50	1	0	0	0	11
Marques Colston	NO	@Det	0	0	0	0	0	0	0	0	0	0	6	111	0	0	0	0	11
Mike Wallace	Mia	@Chi	0	0	0	0	0	0	1	4	0	0	5	46	1	0	0	0	10
Emmanuel Sanders	Den	SF	0	0	0	0	0	0	0	0	0	0	3	41	1	0	0	0	10
T.Y. Hilton	Ind	Cin	0	0	0	0	0	0	0	0	0	0	7	107	0	0	0	0	10
Derek Hagan	Ten	@Was	0	0	0	0	0	0	0	0	0	0	2	45	1	0	0	0	10
Corey Fuller	Det	NO	0	0	0	0	0	0	0	0	0	0	3	44	1	0	0	0	10
Michael Floyd	Ari	@Oak	0	0	0	0	0	0	0	0	0	0	3	47	1	0	0	0	10
Bruce Ellington	SF	@Den	0	0	0	0	0	0	0	0	0	0	3	44	1	0	0	0	10
Martavis Bryant	Pit	Hou	0	0	0	0	0	0	0	0	0	0	2	40	1	0	0	0	10
DeAndre Hopkins	Hou	@Pit	0	0	0	0	0	0	0	0	0	0	6	108	0	0	1	0	9
Dwayne Bowe	KC	@SD	0	0	0	0	0	0	0	0	0	0	5	84	0	0	0	0	8
Brenton Bersin	Car	@GB	0	0	0	0	0	0	0	0	0	0	3	21	1	0	0	0	8
Davante Adams	GB	Car	0	0	0	0	0	0	0	0	0	0	1	21	1	0	0	0	8
