
   Passing	Rushing	Receiving	Fumbles
Player	Team	Opp	Att	Cmp	Yds	TD	Int	2Pt	Att	Yds	TD	2Pt	Rec	Yds	TD	2Pt	FL	TD	Pts*
Russell Wilson	Sea	@Stl	36	23	313	2	0	0	7	106	1	0	0	0	0	0	0	0	40
Peyton Manning	Den	SF	26	22	318	4	0	0	1	-1	0	0	0	0	0	0	0	0	36
Aaron Rodgers	GB	Car	22	19	255	3	0	0	3	21	0	0	0	0	0	0	0	0	30
Eli Manning	NYG	@Dal	33	21	248	3	0	0	1	11	0	0	0	0	0	0	0	0	28
Tom Brady	NE	NYJ	37	20	261	3	0	0	0	0	0	0	0	0	0	0	0	0	28
Ryan Tannehill	Mia	@Chi	32	25	277	2	0	0	6	48	0	0	0	0	0	0	0	0	27
Tony Romo	Dal	NYG	23	17	279	3	1	0	2	5	0	0	0	0	0	0	0	0	27
Andrew Luck	Ind	Cin	42	27	344	2	0	0	4	5	0	0	0	0	0	0	1	0	24
Drew Brees	NO	@Det	45	28	342	2	1	0	1	13	0	0	0	0	0	0	0	0	24
Ben Roethlisberger	Pit	Hou	33	23	265	2	0	0	4	3	0	0	0	0	0	0	1	0	21
Ryan Fitzpatrick	Hou	@Pit	32	21	262	2	1	0	5	16	0	0	0	0	0	0	0	0	21
Carson Palmer	Ari	@Oak	31	22	253	2	1	0	0	0	0	0	0	0	0	0	0	0	20
Kyle Orton	Buf	Min	43	31	283	2	1	0	1	-1	0	0	0	0	0	0	1	0	20
Matthew Stafford	Det	NO	40	27	299	2	2	0	2	1	0	0	0	0	0	0	0	0	19
Geno Smith	NYJ	@NE	34	20	226	1	0	0	7	37	0	0	0	0	0	0	0	0	18
Philip Rivers	SD	KC	31	17	205	2	1	0	0	0	0	0	0	0	0	0	0	0	18
Joe Flacco	Bal	Atl	25	16	258	2	2	0	1	4	0	0	0	0	0	0	0	0	18
Austin Davis	Stl	Sea	20	17	155	2	0	0	2	-2	0	0	0	0	0	0	0	0	18
Charlie Whitehurst	Ten	@Was	26	17	160	2	1	0	2	10	0	0	0	0	0	0	0	0	17
Alex Smith	KC	@SD	28	19	221	1	0	0	6	29	0	0	0	0	0	0	0	0	16
Cam Newton	Car	@GB	31	17	205	1	1	0	7	41	0	0	0	0	0	0	0	0	16
Colin Kaepernick	SF	@Den	39	24	263	1	1	0	3	18	0	0	0	0	0	0	0	0	15
Matt Ryan	Atl	@Bal	44	29	228	1	0	0	1	7	0	0	0	0	0	0	1	0	14
Colt McCoy	Was	Ten	12	11	128	1	0	0	2	3	0	0	0	0	0	0	0	0	11
Jay Cutler	Chi	Mia	34	21	190	1	1	0	2	3	0	0	0	0	0	0	1	0	10
Blake Bortles	Jac	Cle	31	17	159	1	3	0	5	37	0	0	0	0	0	0	0	0	9
Teddy Bridgewater	Min	@Buf	26	15	157	1	2	0	1	7	0	0	0	0	0	0	0	0	8
Blaine Gabbert	SF	@Den	7	3	38	1	0	0	1	5	0	0	0	0	0	0	0	0	7
Derek Anderson	Car	@GB	8	5	43	1	0	0	0	0	0	0	0	0	0	0	0	0	7
Derek Carr	Oak	Ari	28	16	173	0	0	0	2	2	0	0	0	0	0	0	0	0	6
Brian Hoyer	Cle	@Jac	41	16	215	0	1	0	1	-1	0	0	0	0	0	0	1	0	5
Andy Dalton	Cin	@Ind	38	18	126	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Kirk Cousins	Was	Ten	16	10	139	0	1	0	0	0	0	0	0	0	0	0	1	0	2
